entrezId	sym	refseqIds	refseqProtIds
400870	FLJ41733	XR_109691.1,XR_112202.3,XR_172351.1	
23122	CLASP2	NM_015097.2,NM_001207044.1	NP_055912.2,NP_001193973.1
400879	LOC400879	XR_110308.1	
7673	ZNF222	NM_013360.2,NM_001129996.1	NP_001123468.1,NP_037492.2
7675	ZNF121	NM_001008727.2	NP_001008727.1
400892	BCRP2	NR_037566.1	
7678	ZNF124	NM_003431.2,NM_001243740.1	NP_003422.2,NP_001230669.1
23125	CAMTA2	NM_001171166.1,NM_015099.3,NM_001171167.1,NM_001171168.1	NP_001164639.1,NP_055914.2,NP_001164638.1,NP_001164637.1
7681	MKRN3	NM_005664.3	NP_005655.1
7686	MKRN7P	NR_026640.1	
7690	ZNF131	NM_003432.1	NP_003423.1
7691	ZNF132	NM_003433.3	NP_003424.3
7692	ZNF133	NM_001083330.1,NM_003434.4	NP_003425.2,NP_001076799.1
7693	ZNF134	NM_003435.3	NP_003426.3
7694	ZNF135	NM_001164530.1,NM_003436.3,NM_001164527.1,NM_001164529.1,NM_007134.1	NP_001158001.1,NP_003427.3,NP_001157999.1,NP_009065.1,NP_001158002.1
7695	ZNF136	NM_003437.3	NP_003428.1
7696	ZNF137P	NR_023311.1	
7697	ZNF138	NM_001160183.2,NM_001271649.1,NR_027661.1,NM_001271638.1,NR_027660.1,NM_001271639.1,NM_001271637.1,NR_073391.1,NR_073389.1,NM_001271640.1,NM_006524.3	NP_001258578.1,NP_006515.2,NP_001258566.1,NP_001258567.1,NP_001258568.1,NP_001153655.1,NP_001258569.1
7699	ZNF140	NM_003440.2	NP_003431.2
7700	ZNF141	NM_003441.2	NP_003432.1
7701	ZNF142	NM_001105537.2,NR_073600.1,NR_073599.1	NP_001099007.1
7702	ZNF143	NM_003442.5	NP_003433.3
7703	PCGF2	NM_007144.2	NP_009075.1
7704	ZBTB16	NM_006006.4,NM_001018011.1	NP_001018011.1,NP_005997.2
7705	ZNF146	NM_001099639.1,NM_007145.2,NM_001099638.1	NP_001093109.1,NP_009076.2,NP_001093108.1
7706	TRIM25	NM_005082.4	NP_005073.2
7707	ZNF148	NM_021964.2	NP_068799.2
7709	ZBTB17	NM_001242884.1,NM_003443.2	NP_001229813.1,NP_003434.2
7710	ZNF154	NM_001085384.1	NP_001078853.1
400927	LOC400927	NR_002821.2	
7712	ZNF157	NM_003446.3	NP_003437.2
400931	MIRLET7BHG	NR_027033.1	
7716	VEZF1	NM_007146.2	NP_009077.2
7718	ZNF165	NM_003447.3	NP_003438.1
400935	IL17REL	NM_001001694.2	NP_001001694.2
400940	LOC400940	NR_026833.1	
400941	LINC00487	NR_038369.1	
7726	TRIM26	NM_003449.4,NM_001242783.1	NP_003440.1,NP_001229712.1
7727	ZNF174	NM_001032292.2,NM_003450.2	NP_001027463.1,NP_003441.1
7728	ZNF175	NM_007147.2	NP_009078.1
138802	OR13C8	NM_001004483.1	NP_001004483.1
138803	OR13C3	NM_001001961.1	NP_001001961.1
7732	RNF112	NM_007148.4	NP_009079.2
7733	ZNF180	NM_013256.3	NP_037388.2
400950	C2orf91	NM_001242815.1	NP_001229744.1
400952	UNQ6975	NR_033831.1	
7737	RNF113A	NM_006978.2	NP_008909.1
7738	ZNF184	NM_007149.2	NP_009080.2
7739	ZNF185	NM_001178107.1,NM_001178113.1,NM_001178108.1,NM_001178109.1,NM_001178115.1,NM_001178106.1,NM_001178110.1,NM_007150.3	NP_001171586.1,NP_001171577.1,NP_009081.2,NP_001171580.1,NP_001171584.1,NP_001171581.1,NP_001171579.1,NP_001171578.1
7741	ZSCAN26	NM_001111039.1,NM_001023560.2,NM_152736.4	NP_689949.3,NP_001104509.1,NP_001018854.2
400958	LOC400958	NR_036586.1	
7743	ZNF189	NM_197977.1,NM_003452.2	NP_932094.1,NP_003443.2
400960	PCBP1-AS1	NR_033872.1	
7745	ZKSCAN8	NM_006298.2	NP_006289.2
7746	ZSCAN9	NM_006299.4,NM_001199479.1,NM_001199480.1	NP_006290.1,NP_001186409.1,NP_001186408.1
7748	ZNF195	NM_001256825.1,NR_046381.1,NM_001242843.1,NM_001130519.2,NM_001242842.1,NM_001256824.1,NR_040083.1,NR_046382.1,NM_001256823.1,NM_007152.4,NM_001242841.1,NM_001130520.2	NP_001243754.1,NP_009083.2,NP_001229772.1,NP_001229770.1,NP_001123992.1,NP_001243753.1,NP_001229771.1,NP_001243752.1,NP_001123991.1
7750	ZMYM2	NM_197968.2,NM_003453.3,NM_001190965.1,NM_001190964.1	NP_001177894.1,NP_001177893.1,NP_932072.1,NP_003444.1
7752	ZNF200	NM_001145447.1,NM_001145446.1,NM_003454.3,NM_198088.2,NM_198087.2,NM_001145448.1	NP_001138918.1,NP_001138919.1,NP_003445.2,NP_932354.1,NP_932353.1,NP_001138920.1
7753	ZNF202	NM_003455.2	NP_003446.2
7754	ZNF204P	NR_024553.1,NR_002722.2	
7755	ZNF205	NM_003456.2,NM_001042428.1	NP_003447.2,NP_001035893.1
7756	ZNF207	NM_001098507.1,NM_003457.3,NM_001032293.2	NP_003448.1,NP_001027464.1,NP_001091977.1
7757	ZNF208	NM_007153.3	NP_009084.2
7760	ZNF213	NM_004220.2,NM_001134655.1	NP_004211.1,NP_001128127.1
7761	ZNF214	NM_013249.2	NP_037381.2
7762	ZNF215	NM_013250.2	NP_037382.2
7763	ZFAND5	NM_001102421.1,NM_006007.2,NM_001102420.1	NP_005998.1,NP_001095891.1,NP_001095890.1
7764	ZNF217	NM_006526.2	NP_006517.1
7766	ZNF223	NM_013361.4	NP_037493.3
7767	ZNF224	NM_013398.2	NP_037530.2
7768	ZNF225	NM_013362.2	NP_037494.2
7769	ZNF226	NM_001146220.2,NM_001032372.1,NM_001032374.1,NM_001032373.1,NM_015919.3	NP_001027545.1,NP_057003.2,NP_001139692.1,NP_001027544.1,NP_001027546.1
7770	ZNF227	NM_182490.1	NP_872296.1
7771	ZFP112	NM_013380.3,NM_001083335.1	NP_037512.3,NP_001076804.1
7772	ZNF229	NM_014518.2	NP_055333.2
7773	ZNF230	NM_006300.3	NP_006291.2
7775	ZNF232	NM_014519.2	NP_055334.2
7776	ZNF236	NM_007345.3	NP_031371.3
7779	SLC30A1	NM_021194.2	NP_067017.2
7780	SLC30A2	NM_032513.3,NM_001004434.1	NP_001004434.1,NP_115902.1
7781	SLC30A3	NM_003459.4	NP_003450.2
7782	SLC30A4	NM_013309.4	NP_037441.2
7783	ZP2	NM_003460.1	NP_003451.1
7784	ZP3	NM_001110354.1,NM_007155.5	NP_001103824.1,NP_009086.4
7786	MAP3K12	NM_006301.3,NM_001193511.1	NP_006292.3,NP_001180440.1
23143	LRCH1	NM_001164213.1,NM_001164211.1,NM_015116.2	NP_001157685.1,NP_001157683.1,NP_055931.1
7789	ZXDA	NM_007156.4	NP_009087.1
7791	ZYX	NM_001010972.1,NM_003461.4	NP_001010972.1,NP_003452.1
401010	LOC401010	NR_002826.2	
7798	LUZP1	NM_001142546.1,NM_033631.3	NP_361013.3,NP_001136018.1
7799	PRDM2	NM_001135610.1,NM_001007257.2,NM_015866.4,NM_012231.4	NP_056950.2,NP_001129082.1,NP_036363.2,NP_001007258.1
7802	DNALI1	NM_003462.3	NP_003453.2
7803	PTP4A1	NM_003463.3	NP_003454.1
7804	LRP8	NM_001018054.2,NM_004631.4,NM_017522.4,NM_033300.3	NP_001018064.1,NP_150643.2,NP_004622.2,NP_059992.3
7805	LAPTM5	NM_006762.2	NP_006753.1
401022	HOXD-AS1	NR_033979.1	
401024	FSIP2	NM_173651.2	NP_775922.2
7809	BSND	NM_057176.2	NP_476517.1
138882	OR1N2	NM_001004457.1	NP_001004457.1
138883	OR1N1	NM_012363.1	NP_036495.1
7812	CSDE1	NM_007158.5,NM_001242891.1,NM_001007553.2,NM_001242892.1,NM_001242893.1,NM_001130523.2	NP_001007554.1,NP_001229820.1,NP_009089.4,NP_001229822.1,NP_001123995.1,NP_001229821.1
7813	EVI5	NM_005665.4	NP_005656.4
7818	DAP3	NM_001199850.1,NM_033657.2,NM_001199851.1,NM_001199849.1,NM_004632.3	NP_001186778.1,NP_001186780.1,NP_004623.1,NP_001186779.1,NP_387506.1
401036	ASB18	NM_212556.2	NP_997721.2
401039	FLJ43879	NR_034162.1	
401040	FLJ45964	XR_112452.1,XR_171357.1,XR_109937.1	
7827	NPHS2	NM_014625.2	NP_055440.1
7832	BTG2	NM_006763.2	NP_006754.1
401052	LOC401052	NM_001008737.1	NP_001008737.1
7837	PXDN	NM_012293.1	NP_036425.1
7840	ALMS1	NM_015120.4	NP_055935.4
7841	MOGS	NM_001146158.1,NM_006302.2	NP_006293.2,NP_001139630.1
7844	RNF103	NM_001198952.1,NM_005667.3,NM_001198951.1	NP_001185880.1,NP_001185881.1,NP_005658.1
7846	TUBA1A	NM_001270400.1,NM_001270399.1,NM_006009.3	NP_006000.2,NP_001257329.1,NP_001257328.1
7849	PAX8	NM_013952.3,NM_013992.3,NM_003466.3,NM_013953.3	NP_039246.1,NP_003457.1,NP_054698.1,NP_039247.1
7850	IL1R2	NM_004633.3,NR_048564.1,NM_001261419.1	NP_004624.1,NP_001248348.1
7851	MALL	NM_005434.4	NP_005425.1
7852	CXCR4	NM_003467.2,NM_001008540.1	NP_001008540.1,NP_003458.1
7855	FZD5	NM_003468.3	NP_003459.2
7857	SCG2	NM_003469.4	NP_003460.2
401074	LOC401074	NR_040004.1,NR_040005.1	
7862	BRPF1	NM_001003694.1,NM_004634.2	NP_004625.2,NP_001003694.1
401081	FLJ22763	NR_033977.1	
7866	IFRD2	NM_006764.4	NP_006755.4
7867	MAPKAPK3	NM_004635.4,NM_001243925.1,NM_001243926.1	NP_001230854.1,NP_004626.1,NP_001230855.1
7869	SEMA3B	NM_004636.2,NM_001005914.1	NP_004627.1,NP_001005914.1
7871	SLMAP	NM_007159.2	NP_009090.2
7873	MANF	NM_006010.4	NP_006001.3
7874	USP7	NM_003470.2	NP_003461.2
138948	DBH-AS1	XR_133535.1,XR_132816.1,XR_171817.1	
401093	MBNL1-AS1	NR_027038.1,NR_027037.1	
7879	RAB7A	NM_004637.5	NP_004628.4
7881	KCNAB1	NM_172159.3,NM_172160.2,NM_003471.3	NP_751891.1,NP_751892.1,NP_003462.2
7884	SLBP	NM_006527.2	NP_006518.1
401103	FLJ46066	NR_040105.1	
401105	FLJ42393	NR_024413.1	
401106	FLJ34208	NR_033929.1	
401109	LOC401109	NR_034088.1	
401114	FLJ35816	XR_110582.1,XR_171444.1,XR_112605.1	
401115	C4orf48	NM_001141936.2,NM_001168243.1	NP_001161715.1,NP_001135408.2
7903	ST8SIA4	NM_005668.4,NM_175052.1	NP_005659.1,NP_778222.1
7905	REEP5	NM_005669.4	NP_005660.4
401124	DTHD1	NM_001170700.2,NR_073198.1	NP_001164171.1
401127	LOC401127	NR_026854.1	
7913	DEK	NM_003472.3,NM_001134709.1	NP_003463.1,NP_001128181.1
7915	ALDH5A1	NM_001080.3,NM_170740.1	NP_733936.1,NP_001071.1
7916	PRRC2A	NM_080686.2,NM_004638.3	NP_004629.3,NP_542417.2
7917	BAG6	NM_001199697.1,NM_001199698.1,NM_001098534.1,NM_080702.2,NM_080703.2,NM_004639.3	NP_001092004.1,NP_542433.1,NP_004630.3,NP_001186627.1,NP_001186626.1,NP_542434.1
7918	GPANK1	NM_001199238.1,NM_001199240.1,NM_001199237.1,NM_001199239.1,NM_033177.3	NP_001186169.1,NP_001186166.1,NP_001186168.1,NP_001186167.1,NP_149417.1
7919	DDX39B	NM_080598.5,NR_037852.1,NM_004640.6	NP_542165.1,NP_004631.1
7920	ABHD16A	NM_001177515.1,NR_033489.1,NM_021160.2,NR_033488.1	NP_001170986.1,NP_066983.1
401137	C4orf40	NM_214711.3	NP_999876.2
401138	AMTN	NM_212557.2	NP_997722.1
7923	HSD17B8	NM_014234.4	NP_055049.1
401145	CCSER1	NM_001145065.1,NM_207491.2	NP_001138537.1,NP_997374.1
23167	EFR3A	NM_015137.4	NP_055952.2
7932	OR2H2	NM_007160.3	NP_009091.3
401149	FLJ14186	NR_037596.1	
7936	NELFE	NM_002904.5	NP_002895.3
7940	LST1	NM_205840.2,NR_029462.1,NM_001166538.1,NM_205837.2,NM_007161.3,NM_205839.2,NR_029461.1,NM_205838.2	NP_995309.2,NP_995311.2,NP_995312.2,NP_001160010.1,NP_995310.2,NP_009092.3
7941	PLA2G7	NM_005084.3,NM_001168357.1	NP_005075.3,NP_001161829.1
7942	TFEB	NM_001167827.2,NM_001271944.1,NM_001271943.1,NM_001271945.1,NM_007162.2	NP_009093.1,NP_001161299.2,NP_001258872.1,NP_001258874.1,NP_001258873.1
23169	SLC35D1	NM_015139.2	NP_055954.1
401164	LOC401164	NR_033869.1	
7955	STL	NR_026876.1	
401172	FLJ33360	NR_028351.1	
7957	EPM2A	NM_001018041.1,NM_005670.3	NP_005661.1,NP_001018051.1
401176	LOC401176	XR_108565.1,XR_112715.1,XR_171489.1	
401177	LOC401177	NR_033975.1	
401180	LOC401180	XM_003960347.1,XM_001714488.1,XM_379325.2	XP_003960396.1,XP_001714540.1,XP_379325.2
7965	AIMP2	NM_006303.3	NP_006294.2
401190	RGS7BP	NM_001029875.2,NM_001271891.1,NR_073511.1,NM_001271890.1	NP_001258820.1,NP_001025046.1,NP_001258819.1
7975	MAFK	NM_002360.3	NP_002351.1
7976	FZD3	NM_017412.3,NM_145866.1	NP_665873.1,NP_059108.1
7978	MTERF	NM_006980.3	NP_008911.1
7979	SHFM1	NM_006304.1	NP_006295.1
7980	TFPI2	NM_001271004.1,NM_006528.3,NM_001271003.1	NP_001257932.1,NP_006519.1,NP_001257933.1
7982	ST7	NM_021908.2,NM_018412.3	NP_068708.1,NP_060882.2
7984	ARHGEF5	NM_005435.3	NP_005426.2
7988	ZNF212	NM_012256.3	NP_036388.2
7991	TUSC3	NM_178234.2,NM_006765.3	NP_839952.1,NP_006756.2
7993	UBXN8	NM_005671.2	NP_005662.1
7994	KAT6A	NM_001099413.1,NM_006766.3,NM_001099412.1	NP_001092882.1,NP_006757.2,NP_001092883.1
139067	SPANXN3	NM_001009609.2	NP_001009609.1
8000	PSCA	NM_005672.4,NR_033343.1	NP_005663.2
8001	GLRA3	NM_001042543.1,NM_006529.2	NP_001036008.1,NP_006520.2
139081	MAGEC3	NM_177456.2,NM_138702.1	NP_803251.1,NP_619647.1
8013	NR4A3	NM_006981.3,NM_173199.2,NM_173200.2	NP_775291.1,NP_008912.2,NP_775292.1
401232	DKFZP686I15217	NR_026856.1,NR_026855.1	
401233	HTATSF1P2	NR_033884.1	
8019	BRD3	NM_007371.3	NP_031397.1
401236	STMND1	NM_001190766.1	NP_001177695.1
8021	NUP214	NM_005085.2	NP_005076.3
8022	LHX3	NM_178138.4,NM_014564.3	NP_835258.1,NP_055379.1
401242	LOC401242	NR_033379.1	
8027	STAM	NR_037774.1,NM_003473.3	NP_003464.1
8028	MLLT10	NM_001195627.1,NM_001195630.1,NM_001195628.1,NM_001195626.1,NM_004641.3	NP_001182555.1,NP_001182557.1,NP_004632.1,NP_001182559.1,NP_001182556.1
8029	CUBN	NM_001081.3	NP_001072.2
8030	CCDC6	NM_005436.4	NP_005427.2
401247	LINC00243	XR_171562.1,XR_158806.1,XR_159458.1,XR_159105.1,XR_159139.1,XR_159141.1,XR_159144.1	
139105	BEND2	NM_001184767.1,NM_153346.4	NP_699177.2,NP_001171696.1
8034	SLC25A16	NM_152707.3	NP_689920.1
401251	SAPCD1	NM_001039651.1	NP_001034740.1
8036	SHOC2	NM_007373.3,NM_001269039.1	NP_031399.2,NP_001255968.1
401253	LINC00336	NR_027908.1	
8038	ADAM12	NM_021641.3,NM_003474.4	NP_003465.3,NP_067673.2
401258	RAB44	NM_001257357.1	NP_001244286.1
401260	FLJ41649	NR_038887.1	
8045	RASSF7	NM_003475.3,NM_001143993.1,NM_001143994.1	NP_003466.1,NP_001137466.1,NP_001137465.1
401262	CRIP3	NM_206922.2	NP_996805.2
8048	CSRP3	NM_003476.4	NP_003467.1
401265	KLHL31	NM_001003760.4	NP_001003760.2
8050	PDHX	NM_003477.2,NM_001166158.1,NM_001135024.1	NP_001159630.1,NP_001128496.1,NP_003468.2
23187	PHLDB1	NM_001144758.2,NM_015157.3,NM_001144759.2	NP_001138231.1,NP_001138230.1,NP_055972.1
8061	FOSL1	NM_005438.3	NP_005429.1
139135	PASD1	NM_173493.2	NP_775764.2
8065	CUL5	NM_003478.3	NP_003469.2
401282	DKFZp451B082	NR_033862.1	
401285	TCP10L2	NM_001145121.1	NP_001138593.1
401286	LOC401286	XR_110199.1,XR_112949.1,XR_171612.1	
401288	LINC00242	NR_026781.1	
8073	PTP4A2	NM_080391.3,NM_001195101.1,NM_001195100.1	NP_001182029.1,NP_536316.1,NP_001182030.1
8074	FGF23	NM_020638.2	NP_065689.1
23191	CYFIP1	NM_014608.2,NM_001033028.1	NP_055423.1,NP_001028200.1
8076	MFAP5	NM_003480.2	NP_003471.1
8078	USP5	NM_003481.2,NM_001098536.1	NP_003472.2,NP_001092006.1
8079	MLF2	NM_005439.2,NR_026581.1	NP_005430.1
401296	LOC401296	XR_171619.1,XR_110627.1,XR_112967.1,XR_108728.1	
8082	SSPN	NM_001135823.1,NM_005086.4	NP_001129295.1,NP_005077.2
8085	MLL2	NM_003482.3	NP_003473.3
8086	AAAS	NM_001173466.1,NM_015665.5	NP_056480.1,NP_001166937.1
8087	FXR1	NM_005087.3,NM_001013438.2,NM_001013439.2	NP_001013457.1,NP_005078.2,NP_001013456.1
8089	YEATS4	NM_006530.2	NP_006521.1
8091	HMGA2	NM_003484.1,NM_003483.4	NP_003474.1,NP_003475.1
8092	ALX1	NM_006982.2	NP_008913.2
401312	LOC401312	XR_171631.1,XR_158814.1,XR_159477.1,XR_159076.1	
139170	DCAF12L1	NM_178470.4	NP_848565.2
8099	CDK2AP1	NR_073007.1,NM_004642.3,NM_001270433.1,NM_001270434.1,NR_073008.1	NP_004633.1,NP_001257362.1,NP_001257363.1
8100	IFT88	NM_175605.3,NM_006531.3	NP_783195.2,NP_006522.2
401317	LOC401317	XR_171648.1,XR_112997.3,XR_108761.3,XR_110663.3	
401320	LOC401320	NR_038889.1	
401321	LOC401321	NR_036501.1	
8106	PABPN1	NM_004643.3	NP_004634.1
401324	LOC401324	NR_038864.1	
8110	DPF3	NM_012074.3	NP_036206.3
8111	GPR68	NM_003485.3,NM_001177676.1	NP_003476.3,NP_001171147.1
8115	TCL1A	NM_001098725.1,NM_021966.2,NR_049726.1	NP_001092195.1,NP_068801.1
139189	DGKK	NM_001013742.2	NP_001013764.1
401335	C7orf65	NM_001123065.1	NP_001116537.1
8120	AP3B2	NM_004644.3	NP_004635.2
401337	FLJ45974	NR_038371.1	
8123	PAR5	NR_022008.1	
8125	ANP32A	NM_006305.3	NP_006296.1
8128	ST8SIA2	NM_006011.3	NP_006002.1
139201	MAP2K4P1	NR_029423.1	
8131	NPRL3	NM_001243247.1,NM_001039476.2,NM_001243248.1,NM_001243249.1,NM_001077350.2	NP_001230176.1,NP_001230178.1,NP_001230177.1,NP_001034565.1,NP_001070818.1
8139	GAN	NM_022041.3	NP_071324.1
8140	SLC7A5	NM_003486.5	NP_003477.4
401357	LOC401357	XR_159055.2,XR_171646.1,XR_172480.1,XR_159081.2,XR_132464.3	
8148	TAF15	NM_139215.2,NM_003487.3	NP_631961.1,NP_003478.1
132430	PABPC4L	NM_001114734.1	NP_001108206.2
8153	RND2	NM_005440.4	NP_005431.1
139231	FAM199X	NM_207318.3	NP_997201.1
8161	COIL	NM_004645.2	NP_004636.1
8165	AKAP1	NM_001242903.1,NM_001242902.1,NM_003488.3	NP_001229831.1,NP_003479.1,NP_001229832.1
8170	SLC14A2	NM_001242692.1,NM_007163.3	NP_001229621.1,NP_009094.3
401387	LRRD1	NM_001161528.1	NP_001155000.1
401388	C7orf76	NM_001201451.1,NM_001201450.1	NP_001188380.1,NP_001188379.1
8174	MADCAM1	NM_130760.2,NM_130762.2	NP_570118.1,NP_570116.2
8175	SF3A2	NM_007165.4	NP_009096.2
23208	SYT11	NM_152280.4	NP_689493.3
8178	ELL	NM_006532.3	NP_006523.1
401397	LOC401397	NR_024412.1,NR_015442.1	
401399	PRRT4	NM_001114726.2,NM_001174164.1	NP_001108198.2,NP_001167635.1
8187	ZNF239	NM_001099282.1,NM_005674.2,NM_001099283.1,NM_001099284.1	NP_001092754.1,NP_001092753.1,NP_005665.2,NP_001092752.1
8189	SYMPK	NM_004819.2	NP_004810.2
8190	MIA	NM_006533.3,NM_001202553.1	NP_006524.1,NP_001189482.1
8192	CLPP	NM_006012.2	NP_006003.1
401409	RAB19	NM_001008749.2	NP_001008749.2
8195	MKKS	NM_018848.3,NR_072977.1,NM_170784.2	NP_740754.1,NP_061336.1
8200	GDF5	NM_000557.2	NP_000548.1
8202	NCOA3	NM_181659.2,NM_006534.3,NM_001174087.1,NM_001174088.1	NP_001167559.1,NP_858045.1,NP_001167558.1,NP_006525.2
8204	NRIP1	NM_003489.3	NP_003480.2
8208	CHAF1B	NM_005441.2	NP_005432.1
8209	C21orf33	NM_198155.3,NM_004649.6	NP_004640.3,NP_937798.3
401427	OR2A7	NM_001005328.1	NP_001005328.1
401428	OR2A20P	NR_002158.1	
139285	AMER1	NM_152424.3	NP_689637.3
8214	DGCR6	NM_005675.4	NP_005666.2
401431	ATP6V0E2-AS1	NR_027040.1	
8216	LZTR1	NM_006767.3	NP_006758.2
8218	CLTCL1	NM_007098.3,NM_001835.3	NP_001826.3,NP_009029.3
23215	PRRC2C	NM_015172.3	NP_055987.2
8220	DGCR14	NM_022719.2	NP_073210.1
8224	SYN3	NM_133633.2,NM_003490.3,NM_001135774.1	NP_598344.2,NP_001129246.1,NP_003481.3
8225	GTPBP6	NM_012227.2	NP_036359.2
8226	HDHD1	NM_001178136.1,NM_012080.4,NM_001135565.1,NM_001178135.1	NP_001171607.1,NP_036212.3,NP_001171606.1,NP_001129037.1
8227	AKAP17A	NR_027383.1,NM_005088.2	NP_005079.2
8228	PNPLA4	NM_004650.2,NM_001142389.1,NM_001172672.1	NP_001166143.1,NP_004641.1,NP_001135861.1
401447	USP17L1P	NM_001256873.1	NP_001243802.1
8233	ZRSR2	NM_005089.3	NP_005080.1
8237	USP11	NM_004651.3	NP_004642.2
8239	USP9X	NM_001039591.2,NM_001039590.2	NP_001034679.2,NP_001034680.2
8241	RBM10	NM_001204467.1,NM_001204468.1,NM_001204466.1,NM_005676.4,NM_152856.2	NP_001191396.1,NP_690595.1,NP_001191397.1,NP_005667.2,NP_001191395.1
8242	KDM5C	NM_004187.3,NM_001146702.1	NP_001140174.1,NP_004178.2
8243	SMC1A	NM_006306.2	NP_006297.2
401463	LOC401463	NR_015374.1	
139322	APOOL	NM_198450.5	NP_940852.3
139324	HDX	NM_144657.4,NM_001177479.1,NM_001177478.1	NP_001170950.1,NP_001170949.1,NP_653258.2
401472	FLJ45248	XR_171743.1,XR_113157.3,XR_108873.3	
401474	SAMD12	NM_207506.2,NM_001101676.1	NP_001095146.1,NP_997389.2
8260	NAA10	NM_001256119.1,NM_001256120.1,NM_003491.3	NP_001243049.1,NP_001243048.1,NP_003482.1
401478	FLJ45872	XR_113181.1,XR_171754.1,XR_108892.1	
8263	F8A1	NM_012151.3	NP_036283.2
8266	UBL4A	NM_014235.3	NP_055050.1
23223	RRP12	NM_001145114.1,NM_015179.3	NP_001138586.1,NP_055994.2
8269	TMEM187	NM_003492.2	NP_003483.1
8270	LAGE3	NM_006014.3	NP_006005.2
8273	SLC10A3	NM_001142391.1,NM_001142392.1,NM_019848.3	NP_062822.1,NP_001135863.1,NP_001135864.1
401491	FLJ35024	NR_015375.1	
401492	FLJ41200	NR_033863.1	
8277	TKTL1	NM_012253.3,NM_001145933.1,NM_001145934.1	NP_001139406.1,NP_036385.3,NP_001139405.1
401494	PTPLAD2	NM_001010915.3	NP_001010915.2
401497	LOC401497	NR_046204.1	
401498	TMEM215	NM_212558.2	NP_997723.2
8284	KDM5D	NM_004653.4,NM_001146706.1,NM_001146705.1	NP_004644.2,NP_001140178.1,NP_001140177.1
8287	USP9Y	NM_004654.3	NP_004645.2
8288	EPX	NM_000502.4	NP_000493.1
8289	ARID1A	NM_006015.4,NM_139135.2	NP_624361.1,NP_006006.3
8290	HIST3H3	NM_003493.2	NP_003484.1
8291	DYSF	NM_001130455.1,NM_001130982.1,NM_001130983.1,NM_001130977.1,NM_001130984.1,NM_001130976.1,NM_001130985.1,NM_001130980.1,NM_001130987.1,NM_003494.3,NM_001130981.1,NM_001130979.1,NM_001130986.1,NM_001130978.1	NP_001124451.1,NP_001124454.1,NP_001124455.1,NP_001124449.1,NP_001124448.1,NP_001123927.1,NP_003485.1,NP_001124452.1,NP_001124453.1,NP_001124456.1,NP_001124458.1,NP_001124457.1,NP_001124459.1,NP_001124450.1
8292	COLQ	NM_080538.2,NM_080539.3,NM_005677.3	NP_536800.2,NP_536799.1,NP_005668.2
8293	SERF1A	NM_021967.2,NM_022968.1	NP_068802.1,NP_075257.1
8294	HIST1H4I	NM_003495.2	NP_003486.1
8295	TRRAP	NM_003496.3,NM_001244580.1	NP_001231509.1,NP_003487.1
8301	PICALM	NM_001206947.1,NM_007166.3,NM_001008660.2,NM_001206946.1	NP_001008660.1,NP_001193875.1,NP_009097.2,NP_001193876.1
8302	KLRC4	NM_013431.2	NP_038459.1
8303	SNN	NM_003498.5	NP_003489.1
139378	GPR112	NM_153834.3	NP_722576.3
8309	ACOX2	NM_003500.3	NP_003491.1
8310	ACOX3	NM_003501.2,NM_001101667.1	NP_001095137.1,NP_003492.2
8312	AXIN1	NM_003502.3,NM_181050.2	NP_851393.1,NP_003493.1
8313	AXIN2	NM_004655.3	NP_004646.3
8314	BAP1	NM_004656.2	NP_004647.1
8315	BRAP	NM_006768.3	NP_006759.3
8317	CDC7	NM_001134420.1,NM_001134419.1,NM_003503.3	NP_001127892.1,NP_001127891.1,NP_003494.1
8318	CDC45	NM_001178011.1,NM_003504.3,NM_001178010.1	NP_001171482.1,NP_003495.1,NP_001171481.1
401535	C9orf170	NM_001001709.2	NP_001001709.1
8320	EOMES	NM_005442.2	NP_005433.2
8321	FZD1	NM_003505.1	NP_003496.1
8322	FZD4	NM_012193.3	NP_036325.2
8323	FZD6	NM_001164615.1,NM_001164616.1,NM_003506.3	NP_003497.2,NP_001158088.1,NP_001158087.1
8324	FZD7	NM_003507.1	NP_003498.1
8325	FZD8	NM_031866.2	NP_114072.1
8326	FZD9	NM_003508.2	NP_003499.1
8328	GFI1B	NM_001135031.1,NM_004188.4	NP_001128503.1,NP_004179.3
8329	HIST1H2AI	NM_003509.2	NP_003500.1
8330	HIST1H2AK	NM_003510.2	NP_003501.1
8331	HIST1H2AJ	NM_021066.2	NP_066544.1
401548	SNX30	NM_001012994.1	NP_001013012.1
8334	HIST1H2AC	NM_003512.3	NP_003503.1
8335	HIST1H2AB	NM_003513.2	NP_003504.2
8336	HIST1H2AM	NM_003514.2	NP_003505.1
8337	HIST2H2AA3	NM_003516.2	NP_003507.1
8338	HIST2H2AC	NM_003517.2	NP_003508.1
8339	HIST1H2BG	NM_003518.3	NP_003509.1
8340	HIST1H2BL	NM_003519.3	NP_003510.1
8341	HIST1H2BN	NM_003520.3	NP_003511.1
8342	HIST1H2BM	NM_003521.2	NP_003512.1
8343	HIST1H2BF	NM_003522.3	NP_003513.1
8344	HIST1H2BE	NM_003523.2	NP_003514.2
8345	HIST1H2BH	NM_003524.2	NP_003515.1
8346	HIST1H2BI	NM_003525.2	NP_003516.1
8347	HIST1H2BC	NM_003526.2	NP_003517.2
8348	HIST1H2BO	NM_003527.4	NP_003518.2
