journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
1	NLM Us Navy Medical Neuropsychiatric Research Unit	Us Navy Medical Neuropsychiatric Research Unit	Report - Navy Medical Neuropsychiatric Research Unit.				7706104	United States	eng
1	NLM Syracuse N Y 1945? 1953	[Syracuse, N. Y., 1945?-1953]	The Bristol digest.				15730140R	United States	eng
1	NLM Sociedade Brasileira de Pneumologia e Tisilogia	Sociedade Brasileira de Pneumologia e Tisilogia	Jornal brasileiro de pneumologia : publicaça̋o oficial da Sociedade Brasileira de Pneumologia e Tisilogia.	jornaldepneumologia.com.br|scielo.br	1806-3756	1806-3713	101222274	Brazil	por
1	NLM Gruppo Editoriale Cadmos	Gruppo Editoriale Cadmos	Prevenzione stomatologica.				7603982	Italy	ita
1	NLM Massachusetts Society for Social Hygiene	Massachusetts Society for Social Hygiene	Bulletin of venereal diseases.				15910050R	United States	eng
5	NLM Optical Society of America	Optical Society Of America|Optical Society of America	Optics express|Journal of the Optical Society of America. A, Optics, image science, and vision.|Journal of the Optical Society of America. A, Optics and image science.|Optics letters.|Applied optics.	ol.osa.org|opticsinfobase.org|josaa.osa.org|opticsexpress.org	1094-4087|1520-8532||1539-4794|1539-4522	|1084-7529|0740-3232|0146-9592|0003-6935	101137103|9800943|8402086|7708433|0247660	United States	eng
1	NLM Memorial Sloan Kettering Cancer Center	Memorial Sloan Kettering Cancer Center	Clinical bulletin.			0047-6706	1257734	United States	eng
1	NLM Gro Kultura	Gro Kultura	Godisnjak Vojnomedicinske akademije = Annual of the Military Medical Academy.			0352-664X	8606929	Serbia	hrv
1	NLM The Western Dental Society	The Western Dental Society	Bulletin				9875605	United States	eng
1	NLM Nova	Nova	Journal of stem cells.			1556-8539	101295936	United States	eng
2	NLM Il Pensiero scientifico	Il Pensiero scientifico	Rivista di psichiatria.|Scientia medica italica. English ed.		|	0035-6484|	0425672|20640160R	Italy	eng|ita
1	NLM The Council of State Governments	The Council of State Governments	Spectrum : the journal of state government.			1067-8530	9886962	United States	eng
1	NLM Hospital Boards Association of New Zealand	Hospital Boards Association of New Zealand	New Zealand hospital.			0111-4042	7613464	New Zealand	eng
1	NLM Aušra	Aušra	Stomatologija	sbdmj.com	1822-301X	1392-8589	101248498	Lithuania	eng
1	NLM HIMAA	HIMAA	The HIM journal	himaa.org.au	1833-3575	1833-3583	101122643	Australia	eng
1	NLM Tokyo Medical and Dental University	Tokyo Medical and Dental University	Journal of medical and dental sciences.	lib.tmd.ac.jp	2185-9132	1342-8810	9717112	Japan	eng
1	NLM George Washington University Medical Center	George Washington University Medical Center	Issue brief				101174923	United States	eng
1	NLM Hospital De Clinicas Instituto De Neurologia	Hospital De Clinicas, Instituto De Neurologia	Acta neurológica latinoamericana.			0001-6306	9421556	Uruguay	spa
1	NLM Nihon University School of Dentistry	Nihon University School Of Dentistry	The Journal of Nihon University School of Dentistry.			0029-0432	7509209	Japan	eng
4	NLM Canadian Hospital Association	Canadian Hospital Assn|Canadian Hospital Association	Leadership in health services = Leadership dans les services de santé.|Hospital trustee.|Dimensions in health service.|Canadian hospital.		|||	1188-3669|0704-0407|0317-7645|0008-3798	9211318|7810267|0411256|0417624	Canada	eng
1	NLM University Clinical Education and Research Associates (UCERA	University Clinical, Education & Research Associates (UCERA)	Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health.	hjmph.org	2165-8242	2165-8218	101579076	United States	eng
1	NLM Center for Medicare Education	Center for Medicare Education	Issue brief				101132264	United States	eng
1	NLM Formal Communications Committee Department of Nursing Harbor UCLA Medical Center	Formal Communications Committee, Dept. of Nursing, Harbor-UCLA Medical Center	Emphasis, nursing			0886-7143	8509371	United States	eng
1	NLM Gerontological Society of America	Gerontological Society of America	Journal of gerontology.			0022-1422	0374762	United States	eng
2	NLM Northern District Dental Society	Northern District Dental Society	Dental Mirror.|Bulletin - Northern District Dental Society.		|	0029-3075|	9881872|7505334	United States	eng
1	NLM Science And Technology Letters	Science And Technology Letters	Medical oncology and tumor pharmacotherapy.			0736-0118	8405039	England	eng
2	NLM Facts and Comparisons	Facts and Comparisons	Pharmacy practice management quarterly.|Hospital pharmacy.		|	1080-5737|0018-5787	9508902|0043175	United States	eng
3	NLM Honolulu	[Honolulu]|Honolulu	Plantation health.|Proceedings of the staff meetings.|Proceedings of the annual meeting.		||	||	19630570R|17410670R|17240490R	United States	eng
1	NLM District of Columbia Dental Society	District Of Columbia Dental Society	District of Columbia Dental Society journal.			0012-4060	7507168	United States	eng
1	NLM Chinese Academy of Medical Sciences And The Peking Union Medical College	Chinese Academy Of Medical Sciences And The Peking Union Medical College	Proceedings of the Chinese Academy of Medical Sciences and the Peking Union Medical College = Chung-kuo i hsüeh k'o hsüeh yüan, Chung-kuo hsieh ho i k'o ta hsüeh hsüeh pao.			0258-8757	8712086	China	eng
1	NLM Biochemistry and Biotechnology Southern Association of Agricultural Scientists	Biochemistry and Biotechnology, Southern Association of Agricultural Scientists	SAAS bulletin, biochemistry and biotechnology.	orgs.tntech.edu		1052-6781	8917120	United States	eng
1	NLM John Nuveen and	John Nuveen & Co	Hospital bond review.				9892141	United States	eng
1	NLM Dr Fazal Ali Akbar	Dr Fazal Ali Akbar	The Pakistan journal of surgery, gynaecology, and obstetrics.			0030-9907	0401120	Pakistan	eng
2	NLM Tufts New England Medical Center	Tufts-New England Medical Center	Tufts health science review.|Tufts folia medica.		|	0041-395X|	1252155|0135024	United States	eng
1	NLM Colegio Ibero Latino Americano de Dermatología	Colegio Ibero-Latino-Americano de Dermatología	Medicina cutánea ibero-latino-americana.	medcutan-ila.org		0210-5187	7601805	Portugal	spa
1	NLM American Academy of Gold Foil Operators	American Academy Of Gold Foil Operators	The Journal of the American Academy of Gold Foil Operators.			0002-7146	7605632	United States	eng
1	NLM La Sociedad	La Sociedad	Microbiología : publicación de la Sociedad Española de Microbiología.			0213-4101	8904895	Spain	eng
1	NLM Ink	Ink Press International	Collegian : journal of the Royal College of Nursing, Australia.	collegianjournal.com		1322-7696	9612493	Australia	eng
1	NLM Pan American Sanitary Bureau	Pan American Sanitary Bureau	Boletín de la Oficina Sanitaria Panamericana. English ed.			0257-0092	0411226	United States	eng
1	NLM Les Laboratoires Servier	Les Laboratoires Servier	Dialogues in clinical neuroscience.	dialogues-cns.org	1958-5969	1294-8322	101238198	France	eng
3	NLM The Network	The Network	Canadian HIV/AIDS policy & law review|Canadian HIV-AIDS policy & law newsletter|Positively aware : the monthly journal of the Test Positive Aware Network.	positivelyaware.com|collection.nlc-bnc.ca	||	1496-399X|1195-5252|1523-2883	101125215|9889371|9413754	Canada|United States	eng
1	NLM Washington State Dental Association	Washington State Dental Association	Washington State dental journal.			0083-7431	21610440R	United States	eng
1	NLM IMNG Medical	IMNG Medical Media	The journal of supportive oncology.	oncologypractice.com	1879-596X	1544-6794	101181305	United States	eng
2	NLM Dental Guidance Council For Cerebral Palsy	Dental Guidance Council For Cerebral Palsy	Journal of the Dental Guidance Council on the Handicapped.|Bulletin of the Dental Guidance Council for Cerebral Palsy.		|	0147-3972|0011-8591	7703947|7703860	United States	eng
1	NLM Cleveland Dental Society	Cleveland Dental Society	The Bulletin of the Cleveland Dental Society.			0009-8795	7503437	United States	eng
1	NLM National Underwriter	National Underwriter Co	The National underwriter. Life & health insurance edition.			0028-033X	7909783	United States	eng
1	NLM Science Service	Science Service	Science news letter.			0096-4018	0177067	United States	eng
3	NLM Wichtig editore	Wichtig editore	Journal of biological regulators and homeostatic agents.|The International journal of biological markers.|Giornale italiano di nefrologia : organo ufficiale della Società italiana di nefrologia.	biological-markers.com	|1724-6008|	0393-974X|0393-6155|0393-5590	8809253|8712411|9426434	Italy	ita|eng
1	NLM National Council For Special Education	National Council For Special Education	Special education: forward trends.			0305-7526	0423517	England	eng
1	NLM Pennsylvania Federation of the Blind	Pennsylvania Federation of the Blind	We the blind.				21610690R	United States	eng
1	NLM Rhodesian Nurses Association	Rhodesian Nurses Association	The Rhodesian nurse.				0233441	Zimbabwe	eng
1	NLM MD	MD Publications	International record of medicine.			0096-0632	9427061	United States	eng
11	NLM Fischer	Fischer	Immunobiology. Supplement.|Zentralblatt für Bakteriologie. 1. Abt. Originale. A: Medizinische Mikrobiologie, Infektionskrankheiten und Parasitologie.|Zentralblatt für Bakteriologie. 1. Abt. Originale B, Hygiene, Krankenhaushygiene, Betriebshygiene, präventive Medizin.|Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Zweite naturwissenschaftliche Abteilung: Mikrobiologie der Landwirtschaft der Technologie und des Umweltschutzes.|Zeitschrift für Immunitätsforschung. Immunobiology.|Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Prophylaxe.|Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe B: Hygiene, Betriebshygiene, präventive Medizin.|Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe A: Medizinische Mikrobiologie und Parasitologie.|Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe B: Hygiene, präventive Medizin.|Beiträge zur Pathologie.|Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Zweite naturwissenschaftliche Abt.: Allgemeine, landwirtschaftliche und technische Mikrobiologie.		||||||||||	0722-6365|0172-5599|0172-5602|0323-6056|0340-904X|0340-7047|0300-9661|0300-9688|0300-9661|0005-8165|0044-4057	8804308|8005748|8005749|8000422|7608602|7610693|7809115|0331570|1306477|0264676|0414371	Germany	ger|eng
1	NLM Carl Hanser	Carl Hanser Verlag	Deutsche Zeitschrift für Mund-, Kiefer- und Gesichts-Chirurgie.			0343-3137	8700280	Germany	ger
2	NLM Consumer Commission on the Accreditation of Health	Consumer Commission on the Accreditation of Health Services	Consumer health perspectives.|Health perspectives.		|	0191-3921|0097-0069	7901088|7503531	United States	eng
1	NLM Universidade De Lisboa Clinica Pediatrica	Universidade De Lisboa. Clinica Pediatrica	Revista portuguesa de pediatria.			0301-147X	0365603	Portugal	por
1	NLM Medical Association of Thailand	Medical Association Of Thailand	Journal of the Medical Association of Thailand = Chotmaihet thangphaet.	mat.or.th		0125-2208	7507216	Thailand	eng
1	NLM Adolph Holzhausens Nachfolger	Adolph Holzhausens Nachfolger	Österreichische Zeitschrift für Erforschung und Bekämpfung der Krebskrankheit.			0300-8703	7513401	Austria	ger
1	NLM Sri Lanka Medical Association	Sri Lanka Medical Association	The Ceylon medical journal.	sljol.info|cmj.slma.lk		0009-0875	1264702	Sri Lanka	eng
1	NLM Academy of Sciences of the Ukraine	Academy of Sciences of the Ukraine	Eksperimentalʹnai︠a︡ onkologii︠a︡.			0204-3564	8406659	Ukraine	rus
1	NLM American Entomological Society	American Entomological Society	Entomological news.			0013-872X	0007616	United States	eng
1	NLM Rinsho Shika Sha	Rinsho-Shika Sha	[Rinshō shika] [Clinical dentistry].			0035-5488	20420070R	Japan	jpn
1	NLM Chamber of Commerce of the United States	Chamber of Commerce of the United States]	Nation's business.			0028-047X	9876356	United States	eng
1	NLM Medical Board of St Lukes Hospital	Medical Board of St. Lukes Hospital	St. Luke's Hospital staff clinics bulletin.				9429356	United States	eng
2	NLM Washington State Nurses Association	Washington State Nurses Assn|Washington State Nurses Association	The Washington nurse.|Washington State journal of nursing.		|	0734-5666|0043-0781	8005132|21610460R	United States	eng
2	NLM Universidad Nacional De Cordoba Facultad De Ciencias Medicas	Universidad Nacional De Cordoba, Facultad De Ciencias Medicas	Revista de la Facultad de Ciencias Médicas|Revista de la Facultad de Ciencias Médicas de la Universidad Nac. de Córdoba.		1853-0605|	0014-6722|0301-7281	8303003|8103737	Argentina	spa
1	NLM Annales Clinicae Paediatricae	Annales Clinicae Paediatricae	Deltion tes Paidiatrikes Klinikes tou Panepistemiou Athenon.			0519-2854	0420163	Greece	gre
1	NLM Dental Foundation of Ribeirão Preto	Dental Foundation of Ribeirão Preto	Brazilian dental journal.	bibpurl.oclc.org|scielo.br	1806-4760	0103-6440	9214652	Brazil	eng
1	NLM Pw Communications	Pw Communications	Physician assistant. Health practitioner.			0197-713X	8000597	United States	eng
1	NLM Modern Life Systems	Modern Life Systems]	Aging & leisure living.			0194-455X	7910857	United States	eng
1	NLM Orell Fussli	Orell Fussli	Schweizer Archiv für Neurologie, Neurochirurgie und Psychiatrie = Archives suisses de neurologie, neurochirurgie et de psychiatrie.			0036-7273	8709012	Switzerland	ger
1	NLM Royal Childrens Hospital	Royal Childrens Hospital	Australian paediatric journal.			0004-993X	15420340R	Australia	eng
4	NLM American Society for Pharmacology and Experimental Therapeutics	American Society for Pharmacology and Experimental Therapeutics	Molecular interventions.|Molecular pharmacology.|Pharmacological reviews.|The Journal of pharmacology and experimental therapeutics.	jpet.aspetjournals.org|molpharm.aspetjournals.org|pharmrev.aspetjournals.org|clockss.org	1543-2548|1521-0111|1521-0081|1521-0103	1534-0384|0026-895X|0031-6997|0022-3565	101093789|0035623|0421737|0376362	United States	eng
