PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA165108315	Alcoholic polyneuropathy	"Alcoholic peripheral neuropathy",		MeSH:D020269(Alcoholic Neuropathy),MedDRA:10001629(Alcoholic polyneuropathy),NDFRT:N0000004089(Alcoholic Neuropathy [Disease/Finding]),SnoMedCT:7916009(Alcoholic polyneuropathy),UMLS:C0085677(C0085677)
PA165108316	Mucoid otitis media NOS			MeSH:D010034(Otitis Media with Effusion),MedDRA:10018447(Glue ear),NDFRT:N0000002267(Otitis Media with Effusion [Disease/Finding]),SnoMedCT:194264007(Mucoid otitis media NOS),UMLS:C0029883(C0029883)
PA165108317	Developmental disorder NOS			MeSH:D002658(Developmental Disabilities),NDFRT:N0000000752(Developmental Disabilities [Disease/Finding]),SnoMedCT:192149001(Developmental disorder NOS),UMLS:C0008073(C0008073)
PA165108318	Bloody peritoneal effusion			MeSH:D006465(Hemoperitoneum),MedDRA:10067674(Abdominal apoplexy),NDFRT:N0000001477(Hemoperitoneum [Disease/Finding]),SnoMedCT:95554005(Bloody peritoneal effusion),UMLS:C0019065(C0019065)
PA165108319	Marburg virus disease	"Marburg haemorrhagic fever","Vervet monkey disease",		MeSH:D008379(Marburg Virus Disease),MedDRA:10026822(Marburg disease),NDFRT:N0000001943(Marburg Virus Disease [Disease/Finding]),SnoMedCT:77503002(Marburg virus disease),UMLS:C0024788(C0024788)
PA165108320	Pruritus of vulva	"Vulval itching",		MeSH:D011539(Pruritus Vulvae),MedDRA:10037101(Pruritus vulvae),NDFRT:N0000002514(Pruritus Vulvae [Disease/Finding]),SnoMedCT:67882000(Pruritus of vulva),UMLS:C0033778(C0033778)
PA165108321	MPTP-induced parkinsonism	"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced parkinsonism","MPTP - Methylphenyltetrahydropyridine-induced parkinsonism",		MeSH:D020267(MPTP Poisoning),NDFRT:N0000004087(MPTP Poisoning [Disease/Finding]),SnoMedCT:15782007(MPTP-induced parkinsonism),UMLS:C0270730(C0270730)
PA165108322	Angiofibroma	"Juvenile angiofibroma",		MeSH:D018322(Angiofibroma),MedDRA:10002429(Angiofibroma),NDFRT:N0000003783(Angiofibroma [Disease/Finding]),SnoMedCT:302857002(Angiofibroma),UMLS:C0206731(C0206731)
PA165108323	Lower limb anomaly, unspecified			MeSH:D038061(Lower Extremity Deformities, Congenital),MedDRA:10045704(Unspecified congenital anomaly of lower limb),NDFRT:N0000011143(Lower Extremity Deformities, Congenital [Disease/Finding]),SnoMedCT:205334007(Lower limb anomaly, unspecified),UMLS:C0431943(C0431943)
PA165108324	Robin sequence	"Micrognathia-glossoptosis syndrome",		MeSH:D010855(Pierre Robin Syndrome),MedDRA:10035009(Pierre Robin syndrome),NDFRT:N0000002401(Pierre Robin Syndrome [Disease/Finding]),SnoMedCT:4602007(Robin sequence),UMLS:C0031900(C0031900)
PA165108325	Paranoid personality disorder			MeSH:D010260(Paranoid Personality Disorder),MedDRA:10033868(Paranoid personality),NDFRT:N0000002313(Paranoid Personality Disorder [Disease/Finding]),SnoMedCT:13601005(Paranoid personality disorder),UMLS:C0030477(C0030477)
PA165108326	Lupoid rosacea			MeSH:D019557(Dermatitis, Perioral),MedDRA:10012484(Dermatitis perioral),NDFRT:N0000003933(Dermatitis, Perioral [Disease/Finding]),SnoMedCT:200932001(Lupoid rosacea),UMLS:C0263449(C0263449)
PA165108327	Silica pneumoconiosis NOS			MeSH:D012829(Silicosis),MedDRA:10035655(Pneumoconiosis due to other silica or silicates),NDFRT:N0000002751(Silicosis [Disease/Finding]),SnoMedCT:196010000(Silica pneumoconiosis NOS),UMLS:C0037116(C0037116)
PA165108328	Posterior uveitis NOS			MeSH:D015866(Uveitis, Posterior),MedDRA:10036370(Posterior uveitis),NDFRT:N0000003346(Uveitis, Posterior [Disease/Finding]),SnoMedCT:193451001(Posterior uveitis NOS),UMLS:C0042167(C0042167)
PA165108329	Klippel-Trenaunay-Weber syndrome	"Cerebrofacial angiomatosis",		MeSH:D007715(Klippel-Trenaunay-Weber Syndrome),MedDRA:10051452(Klippel-Trenaunay syndrome),NDFRT:N0000001761(Klippel-Trenaunay-Weber Syndrome [Disease/Finding]),SnoMedCT:59078009(Klippel-Trenaunay-Weber syndrome),UMLS:C0022739(C0022739)
PA165108330	Subclavian steal syndrome			MeSH:D013349(Subclavian Steal Syndrome),MedDRA:10050180(Subclavian artery stenosis),NDFRT:N0000002847(Subclavian Steal Syndrome [Disease/Finding]),SnoMedCT:15258001(Subclavian steal syndrome),UMLS:C0038531(C0038531)
PA165108331	Compulsive personality disorder NOS			MeSH:D003193(Compulsive Personality Disorder),MedDRA:10010223(Compulsive personality disorder),NDFRT:N0000000828(Compulsive Personality Disorder [Disease/Finding]),SnoMedCT:191763003(Compulsive personality disorder NOS),UMLS:C1704373(C1704373)
PA165108332	Fracture of ulna NOS			MeSH:D014458(Ulna Fractures),MedDRA:10045375(Ulna fracture),NDFRT:N0000003063(Ulna Fractures [Disease/Finding]),SnoMedCT:263202006(Fracture of ulna NOS),UMLS:C0041601(C0041601)
PA165108333	Holocarboxylase synthase deficiency			MeSH:D028922(Holocarboxylase Synthetase Deficiency),NDFRT:N0000010962(Holocarboxylase Synthetase Deficiency [Disease/Finding]),SnoMedCT:360369003(Holocarboxylase synthase deficiency),UMLS:C0268581(C0268581)
PA165108334	Ulnar neuropathy	"Ulnar nerve palsy",		MeSH:D020424(Ulnar Neuropathies),NDFRT:N0000004138(Ulnar Neuropathies [Disease/Finding]),SnoMedCT:359837005(Ulnar neuropathy),UMLS:C0154743(C0154743)
PA165108335	Respiratory system anomaly NOS			MeSH:D015619(Respiratory System Abnormalities),MedDRA:10002606(Anomalies of respiratory system, congenital),NDFRT:N0000003298(Respiratory System Abnormalities [Disease/Finding]),SnoMedCT:204592004(Respiratory system anomaly NOS),UMLS:C0035238(C0035238)
PA165108336	Deficiency of glucan 1,4-alpha-glucosidase	"Deficiency of acid maltase","Deficiency of amyloglucosidase","Deficiency of exo-1,4-alpha-glucosidase","Deficiency of gamma-amylase","Deficiency of glucoamylase","Deficiency of lysosomal alpha-glucosidase",		MeSH:D006009(Glycogen Storage Disease Type II),MedDRA:10053185(Glycogen storage disease type II),NDFRT:N0000001362(Glycogen Storage Disease Type II [Disease/Finding]),SnoMedCT:124454007(Deficiency of glucan 1,4-alpha-glucosidase),UMLS:C0017921(C0017921)
PA165108337	Occupational allergic contact dermatitis	"Industrial dermatitis","Occupational dermatitis",		MeSH:D009783(Dermatitis, Occupational),MedDRA:10012481(Dermatitis occupational),NDFRT:N0000002204(Dermatitis, Occupational [Disease/Finding]),SnoMedCT:238578002(Occupational allergic contact dermatitis),UMLS:C0028796(C0028796)
PA165108338	Unspecified teniasis			MeSH:D013622(Taeniasis),MedDRA:10043095(Taeniasis),NDFRT:N0000002896(Taeniasis [Disease/Finding]),SnoMedCT:187150005(Unspecified teniasis),UMLS:C0039254(C0039254)
PA165108339	Herpes gestationis NOS			MeSH:D006559(Pemphigoid Gestationis),MedDRA:10019939(Herpes gestationis),NDFRT:N0000171672(Pemphigoid Gestationis [Disease/Finding]),SnoMedCT:199131000(Herpes gestationis NOS),UMLS:C0019343(C0019343)
PA165108340	Arthus type urticaria	"Arthus reaction",		MeSH:D001183(Arthus Reaction),MedDRA:10003419(Arthus phenomenon),NDFRT:N0000000485(Arthus Reaction [Disease/Finding]),SnoMedCT:402413008(Arthus type urticaria),UMLS:C0003907(C0003907)
PA165108341	Ocular toxoplasmosis			MeSH:D014126(Toxoplasmosis, Ocular),MedDRA:10015939(Eye infection toxoplasmal),NDFRT:N0000002992(Toxoplasmosis, Ocular [Disease/Finding]),SnoMedCT:416481006(Ocular toxoplasmosis),UMLS:C0040561(C0040561)
PA165108343	Ebola virus disease	"Ebola haemorrhagic fever","Ebola hemorrhagic fever",		MeSH:D019142(Hemorrhagic Fever, Ebola),MedDRA:10014071(Ebola disease),NDFRT:N0000003898(Hemorrhagic Fever, Ebola [Disease/Finding]),SnoMedCT:37109004(Ebola virus disease),UMLS:C0282687(C0282687)
PA165108344	Acquired trigger finger	"Nodular tendinous disease of finger","Trigger finger","Triggering of finger",		MeSH:D052582(Trigger Finger Disorder),MedDRA:10044654(Trigger finger),NDFRT:N0000181057(Trigger Finger Disorder [Disease/Finding]),SnoMedCT:1539003(Acquired trigger finger),UMLS:C0158328(C0158328)
PA165108345	Female pelvic inflammatory diseases NOS			MeSH:D000292(Pelvic Inflammatory Disease),MedDRA:10013114(Disease pelvic inflammatory),NDFRT:N0000010319(Pelvic Inflammatory Disease [Disease/Finding]),SnoMedCT:266584000(Female pelvic inflammatory diseases NOS),UMLS:C0242172(C0242172)
PA165108346	Lipoprotein deficiency NOS			MeSH:D007009(Hypolipoproteinemias),MedDRA:10060387(Hypolipoproteinaemia),NDFRT:N0000001639(Hypolipoproteinemias [Disease/Finding]),SnoMedCT:190788003(Lipoprotein deficiency NOS),UMLS:C0020623(C0020623)
PA165108347	Paraneoplastic cerebellar degeneration	"Cerebellar ataxia due to neoplasia",		MeSH:D020362(Paraneoplastic Cerebellar Degeneration),MedDRA:10048705(Paraneoplastic cerebellar degeneration),NDFRT:N0000004124(Paraneoplastic Cerebellar Degeneration [Disease/Finding]),SnoMedCT:192877007(Paraneoplastic cerebellar degeneration),UMLS:C0393534(C0393534)
PA165108348	Opsoclonus-myoclonus syndrome			MeSH:D053578(Opsoclonus-Myoclonus Syndrome),NDFRT:N0000181139(Opsoclonus-Myoclonus Syndrome [Disease/Finding]),SnoMedCT:230350000(Opsoclonus-myoclonus syndrome),UMLS:C0393626(C0393626)
PA165108349	Alpha heavy chain disease, enteric form	"Immunoproliferative small intestinal disease","Mediterranean lymphoma",		MeSH:D007161(Immunoproliferative Small Intestinal Disease),NDFRT:N0000001670(Immunoproliferative Small Intestinal Disease [Disease/Finding]),SnoMedCT:123313007(Alpha heavy chain disease, enteric form),UMLS:C0021071(C0021071)
PA165108350	Pigmented neuroectodermal tumour of infancy	"Melanotic progonoma","Pigmented neuroectodermal tumor of infancy","Retinal anlage tumor","Retinal anlage tumour",		MeSH:D017600(Neuroectodermal Tumor, Melanotic),NDFRT:N0000003614(Neuroectodermal Tumor, Melanotic [Disease/Finding]),SnoMedCT:404042005(Pigmented neuroectodermal tumour of infancy),UMLS:C0206094(C0206094)
PA165108351	Fistula of bile duct NOS			MeSH:D001658(Biliary Fistula),MedDRA:10004665(Biliary fistula),NDFRT:N0000000550(Biliary Fistula [Disease/Finding]),SnoMedCT:197448009(Fistula of bile duct NOS),UMLS:C0005417(C0005417)
PA165108352	Pituitary dependent hypercortisolism	"Cushing basophilism","Cushing disease","Pituitary dependent Cushing disease","Pituitary hyperadrenal corticism","Pituitary-dependent Cushing's disease",		MeSH:D047748(Pituitary ACTH Hypersecretion),MedDRA:10011651(Cushing's disease),NDFRT:N0000011124(Pituitary ACTH Hypersecretion [Disease/Finding]),SnoMedCT:190502001(Pituitary dependent hypercortisolism),UMLS:C0221406(C0221406)
PA165108353	Oculopharyngeal muscular dystrophy			MeSH:D039141(Muscular Dystrophy, Oculopharyngeal),MedDRA:10052181(Oculopharyngeal dystrophy),NDFRT:N0000010950(Muscular Dystrophy, Oculopharyngeal [Disease/Finding]),SnoMedCT:77097004(Oculopharyngeal muscular dystrophy),UMLS:C0270952(C0270952)
PA165108354	Fetal-maternal hemorrhage unspecified			MeSH:D005331(Fetomaternal Transfusion),MedDRA:10054389(Fetal-maternal hemorrhage),NDFRT:N0000001241(Fetomaternal Transfusion [Disease/Finding]),SnoMedCT:199576009(Fetal-maternal hemorrhage unspecified),UMLS:C0015959(C0015959)
PA165108355	St. Louis encephalitis virus neuroinvasive disease	"Neuroinvasive St. Louis encephalitis virus infection","SLE","SLE - Saint Louis encephalitis","Saint Louis encephalitis","Type C lethargic encephalitis",		MeSH:D004674(Encephalitis, St. Louis),MedDRA:10041896(St. Louis encephalitis),NDFRT:N0000001081(Encephalitis, St. Louis [Disease/Finding]),SnoMedCT:417607009(St. Louis encephalitis virus neuroinvasive disease),UMLS:C0014060(C0014060)
PA165108356	Chronic fluorine poisoning			MeSH:D005458(Fluoride Poisoning),MedDRA:10016817(Fluoride intoxication),NDFRT:N0000001262(Fluoride Poisoning [Disease/Finding]),SnoMedCT:245143005(Chronic fluorine poisoning),UMLS:C0016325(C0016325)
PA165108357	Erythema multiforme NOS			MeSH:D004892(Erythema Multiforme),MedDRA:10057866(Erythaema polymorphe),NDFRT:N0000001146(Erythema Multiforme [Disease/Finding]),SnoMedCT:200928007(Erythema multiforme NOS),UMLS:C0014742(C0014742)
PA165108358	Malignant atrophic papulosis	"Degos' disease","Kohlmeier-Degos syndrome","Lethal cutaneous and gastrointestinal arteriolar thrombosis","MAP - malignant atrophic papulosis","Malignant atrophic papulosis of Degos",		MeSH:D054853(Malignant Atrophic Papulosis),MedDRA:10064287(Kohlmeier-Degos syndrome),NDFRT:N0000181064(Malignant Atrophic Papulosis [Disease/Finding]),SnoMedCT:400171002(Malignant atrophic papulosis),UMLS:C0221011(C0221011)
PA165108359	Bird-fancier's lung NOS			MeSH:D001716(Bird Fancier's Lung),MedDRA:10004941(Bird fancier's lung),NDFRT:N0000000554(Bird Fancier's Lung [Disease/Finding]),SnoMedCT:195987000(Bird-fancier's lung NOS),UMLS:C0005592(C0005592)
PA165108360	Atony of uterus	"Uterine atonia","Uterine atony",		MeSH:D014593(Uterine Inertia),MedDRA:10003630(Atonic uterus),NDFRT:N0000003092(Uterine Inertia [Disease/Finding]),SnoMedCT:9293002(Atony of uterus),UMLS:C0042135(C0042135)
PA165108361	Histrionic personality disorder NOS			MeSH:D006677(Histrionic Personality Disorder),MedDRA:10020120(Histionic personality disorder),NDFRT:N0000001547(Histrionic Personality Disorder [Disease/Finding]),SnoMedCT:191767002(Histrionic personality disorder NOS),UMLS:C0019681(C0019681)
PA165108362	Congenital cystic adenomatoid malformation of lung			MeSH:D015615(Cystic Adenomatoid Malformation of Lung, Congenital),NDFRT:N0000003295(Cystic Adenomatoid Malformation of Lung, Congenital [Disease/Finding]),SnoMedCT:111318005(Congenital cystic adenomatoid malformation of lung),UMLS:C0010668(C0010668)
PA165108363	Coffin-Lowry syndrome	"CLS - Coffin-Lowry syndrome",		MeSH:D038921(Coffin-Lowry Syndrome),NDFRT:N0000010973(Coffin-Lowry Syndrome [Disease/Finding]),SnoMedCT:15182000(Coffin-Lowry syndrome),UMLS:C0265252(C0265252)
PA165108364	Gestational hypertension			MeSH:D046110(Hypertension, Pregnancy-Induced),MedDRA:10035033(PIH Pregnancy induced hypertension),NDFRT:N0000011037(Hypertension, Pregnancy-Induced [Disease/Finding]),SnoMedCT:308551004(Gestational hypertension),UMLS:C0340274(C0340274)
PA165108365	Criss-cross heart	"Twisted atrioventricular connections",		MeSH:D003420(Crisscross Heart),NDFRT:N0000000874(Crisscross Heart [Disease/Finding]),SnoMedCT:253269002(Criss-cross heart),UMLS:C0010334(C0010334)
PA165108366	Swine vesicular disease	"SVD",		MeSH:D013555(Swine Vesicular Disease),NDFRT:N0000002871(Swine Vesicular Disease [Disease/Finding]),SnoMedCT:24748008(Swine vesicular disease),UMLS:C0039010(C0039010)
PA165108367	White blood cell disease NOS			MeSH:D007960(Leukocyte Disorders),MedDRA:10013112(Disease of white blood cells, unspecified),NDFRT:N0000001831(Leukocyte Disorders [Disease/Finding]),SnoMedCT:191369001(White blood cell disease NOS),UMLS:C0023510(C0023510)
PA165108368	Unspecified osteomyelitis NOS			MeSH:D010019(Osteomyelitis),MedDRA:10031252(Osteomyelitis),NDFRT:N0000002256(Osteomyelitis [Disease/Finding]),SnoMedCT:203244005(Unspecified osteomyelitis NOS),UMLS:C0029443(C0029443)
PA165108369	Vaginal trichomoniasis	"Trichomonal leukorrhea vaginalis","Trichomonal leukorrhoea vaginalis","Trichomonal vaginitis",		MeSH:D014247(Trichomonas Vaginitis),MedDRA:10044616(Trichomonal vaginitis),NDFRT:N0000003010(Trichomonas Vaginitis [Disease/Finding]),SnoMedCT:500000(Vaginal trichomoniasis),UMLS:C0040923(C0040923)
PA165108370	Wolff-Parkinson-White pattern	"WPW - Wolff-Parkinson-White pattern","Wolff-Parkinson-White syndrome",		MeSH:D014927(Wolff-Parkinson-White Syndrome),MedDRA:10048015(Wolff-Parkinson-White syndrome),NDFRT:N0000003166(Wolff-Parkinson-White Syndrome [Disease/Finding]),SnoMedCT:74390002(Wolff-Parkinson-White pattern),UMLS:C0043202(C0043202)
PA165108371	Femoral hernia NOS			MeSH:D006550(Hernia, Femoral),MedDRA:10016434(Femoral hernia),NDFRT:N0000001519(Hernia, Femoral [Disease/Finding]),SnoMedCT:196852009(Femoral hernia NOS),UMLS:C0019288(C0019288)
PA165108372	Vesicular exanthema of swine	"VES",		MeSH:D014720(Vesicular Exanthema of Swine),NDFRT:N0000003124(Vesicular Exanthema of Swine [Disease/Finding]),SnoMedCT:17811000(Vesicular exanthema of swine),UMLS:C0042584(C0042584)
PA165108373	Biotinidase deficiency	"Late-onset multiple carboxylase deficiency",		MeSH:D028921(Biotinidase Deficiency),NDFRT:N0000010998(Biotinidase Deficiency [Disease/Finding]),SnoMedCT:8808004(Biotinidase deficiency),UMLS:C0220754(C0220754)
PA165108374	Megakaryocytic leukaemia	"Thrombocytic leukaemia",		MeSH:D007947(Leukemia, Megakaryoblastic, Acute),MedDRA:10000859(Acute megakaryoblastic leukaemia),NDFRT:N0000001823(Leukemia, Megakaryoblastic, Acute [Disease/Finding]),SnoMedCT:188754005(Megakaryocytic leukaemia),UMLS:C0023462(C0023462)
PA165108375	Vincent's infection	"Early acute necrotising gingivitis","Early acute necrotizing gingivitis","Trench mouth",		MeSH:D005892(Gingivitis, Necrotizing Ulcerative),MedDRA:10056687(Necrotising gingivitis),NDFRT:N0000001343(Gingivitis, Necrotizing Ulcerative [Disease/Finding]),SnoMedCT:240675006(Vincent's infection),UMLS:C0017575(C0017575)
PA165108376	Chronic phase chronic myeloid leukaemia	"Chronic phase chronic myeloid leukemia",		MeSH:D015466(Leukemia, Myeloid, Chronic-Phase),MedDRA:10052065(Chronic phase chronic myeloid leukaemia),NDFRT:N0000003263(Leukemia, Myeloid, Chronic-Phase [Disease/Finding]),SnoMedCT:413847001(Chronic phase chronic myeloid leukaemia),UMLS:C0023474(C0023474)
PA165108377	Lymphoid leukemia NOS			MeSH:D007945(Leukemia, Lymphoid),MedDRA:10024301(Leukaemia lymphatic),NDFRT:N0000001821(Leukemia, Lymphoid [Disease/Finding]),SnoMedCT:188731001(Lymphoid leukemia NOS),UMLS:C0023448(C0023448)
PA165108378	Double Y syndrome			MeSH:D014997(XYY Karyotype),MedDRA:10056894(XYY syndrome),NDFRT:N0000003180(XYY Karyotype [Disease/Finding]),SnoMedCT:50749006(Double Y syndrome),UMLS:C0043379(C0043379)
PA165108379	Queensland tick typhus	"North Queensland tick typhus","Tick typhus due to Rickettsia australis",		MeSH:D011778(Q Fever),MedDRA:10011250(Coxiella burnetii infection),NDFRT:N0000002565(Q Fever [Disease/Finding]),SnoMedCT:68981009(Queensland tick typhus),UMLS:C0034362(C0034362)
PA165108380	Rift valley fever			MeSH:D012295(Rift Valley Fever),MedDRA:10039143(Rift Valley fever),NDFRT:N0000002646(Rift Valley Fever [Disease/Finding]),SnoMedCT:402917003(Rift valley fever),UMLS:C0035613(C0035613)
PA165108381	Erythrokeratoderma en cocardes	"Erythrokeratoderma en cocarde (Degos)","Erythrokeratoderma en cocardes (Degos syndrome)","Maladie de Degos",		MeSH:D054853(Malignant Atrophic Papulosis),MedDRA:10064287(Kohlmeier-Degos syndrome),NDFRT:N0000181064(Malignant Atrophic Papulosis [Disease/Finding]),SnoMedCT:239062001(Erythrokeratoderma en cocardes),UMLS:C0221011(C0221011)
PA165108382	Carotid artery injury NOS			MeSH:D020212(Carotid Artery Injuries),MedDRA:10022161(Injury to carotid artery),NDFRT:N0000004050(Carotid Artery Injuries [Disease/Finding]),SnoMedCT:210777001(Carotid artery injury NOS),UMLS:C0160680(C0160680)
PA165108383	Postpartum thyroiditis			MeSH:D050032(Postpartum Thyroiditis),NDFRT:N0000171680(Postpartum Thyroiditis [Disease/Finding]),SnoMedCT:52772002(Postpartum thyroiditis),UMLS:C0271815(C0271815)
PA165108384	Pulmonary infundibular stenosis			MeSH:D011662(Pulmonary Subvalvular Stenosis),MedDRA:10010514(Congenital infundibular stenosis),NDFRT:N0000002546(Pulmonary Subvalvular Stenosis [Disease/Finding]),SnoMedCT:204370002(Pulmonary infundibular stenosis),UMLS:C0034084(C0034084)
PA165108385	Hereditary hemolytic anemia NOS	"Hereditary haemolytic anaemia NOS",		MeSH:D000745(Anemia, Hemolytic, Congenital),MedDRA:10010489(Congenital haemolytic anaemia NOS),NDFRT:N0000000389(Anemia, Hemolytic, Congenital [Disease/Finding]),SnoMedCT:191208008(Hereditary hemolytic anemia NOS),UMLS:C0002881(C0002881)
PA165108386	Johne's disease	"Infection due to Mycobacterium paratuberculosis","Paratuberculosis",		MeSH:D010283(Paratuberculosis),NDFRT:N0000002323(Paratuberculosis [Disease/Finding]),SnoMedCT:12223006(Johne's disease),UMLS:C0030524(C0030524)
