ISSN	impact
0079-6425	18.216
1002-0071	1.035
0278-5846	3.247
0301-0082	8.874
0149-1970	0.849
0079-6565	5.214
0079-6603	 
0079-6611	3.142
0300-9440	1.977
0146-6410	2.614
1062-7995	5.789
0309-1333	3.36
0079-6700	24.1
0079-6727	7
1468-6783	0.761
1350-9462	9.455
1477-7606	0.214
0079-6786	4.188
0079-6816	8.636
0033-068X	2.294
0375-9687	1.063
1526-9248	1.031
1166-7087	0.578
0361-7688	0.09
0033-0337	0.283
0353-5320	0.177
1311-9109	0.5
0721-3115	1.101
0952-3278	3.367
1098-8823	2.705
0270-4137	3.485
1365-7852	2.421
0309-3646	0.95
2070-2051	0.498
1741-0126	2.937
1046-5928	1.587
1572-3887	1.038
0929-8665	1.942
0961-8368	2.798
0887-3585	3.392
1862-8346	1.97
1477-5956	2.328
1615-9853	4.505
1434-4610	3.136
0033-183X	1.922
0033-2097	0.244
1895-5770	0.067
1643-8876	0.19
0033-2496	0.414
1639-8319	0.206
1323-1316	2.133
0353-5053	0.444
0079-726X	0.282
0955-8829	2.581
1738-3684	0.99
0165-1781	2.524
0925-4927	2.964
1075-2730	2.383
0033-2674	0.195
0033-2747	3.163
1778-3798	0.258
1057-9249	3.339
0033-2909	14.457
1873-1791	0.167
1354-8506	1.178
0033-2917	6.159
1760-1703	0.446
1476-0835	1.23
0033-295X	7.756
1469-0292	1.867
0033-3123	1.772
0306-4530	5.809
0254-4962	1.816
0048-5764	1.354
0033-3158	4.077
0944-6877	0.385
0048-5772	3.29
0033-3174	3.968
0033-3182	2.123
0033-3190	6.284
0933-4807	0.444
1323-3580	2.259
0004-6264	2.438
0004-6280	3.582
0214-1493	0.66
0033-3883	0.358
0073-8301	2.143
0034-5318	0.45
0033-3506	1.35
1754-9973	0.741
1662-4246	2.333
0737-1209	0.72
1368-9800	2.169
0033-3549	1.275
1094-5539	2.8
0316-4004	0.333
0033-4545	2.789
0033-4553	1.787
1558-8599	0.321
1573-9538	3.164
0033-569X	0.524
1470-9236	0.797
1747-0218	1.964
0033-5606	0.617
0033-5614	1.176
1827-1936	2.256
0035-9009	2.907
0033-5770	7.727
0033-5835	10.091
1768-6733	0.714
1460-2725	2.325
1611-020X	1.55
1607-3606	0.257
1757-8361	0.642
0898-2112	0.745
0962-9343	2.3
0033-5177	0.768
0748-8017	0.7
1475-3898	1.683
1684-3703	0.276
1469-7688	0.735
1063-7818	0.832
1533-7146	1.659
1570-0755	2
1871-1014	3.083
1040-6182	1.874
1142-2904	0.448
0033-5894	2.515
0277-3791	3.973
0033-6297	0.424
0257-0130	0.717
0100-4042	0.763
0033-6572	0.762
0746-9179	0.167
1578-7303	0.34
1042-0150	0.404
0301-634X	1.696
1350-4487	1.177
1748-717X	2.321
0969-806X	1.227
0144-8420	0.822
0033-7587	2.684
0048-6604	1.075
0033-8222	2.842
0033-8230	1.575
1210-2512	0.739
0271-5333	2.854
0033-8389	2.59
0033-8362	1.444
1318-2099	0.912
0033-832X	0.611
0033-8419	5.726
0033-8443	0.715
0033-8451	1
0167-8140	5.58
0217-2445	1.467
0399-0559	0.22
0988-3754	0.397
1382-4090	0.511
1042-9832	1.034
0971-2070	0.19
1550-7424	1.461
1036-9872	1.405
0951-4198	2.79
1355-2546	1.023
1002-185X	0.164
1001-0521	0.593
1381-5148	2.479
0133-1736	0.927
1878-5190	0.829
0922-6443	0.738
0067-1975	1.345
1307-6167	1.508
1574-8928	2.723
1872-2105	1.275
0724-2247	0.241
0937-9819	0.814
1351-0002	1.732
1083-4877	0.251
1436-3798	3
1746-0751	3.718
1098-7339	4.079
1560-3547	0.644
0167-0115	2.11
0273-2300	2.427
0278-4807	0.545
0034-3536	1.362
1549-1684	3.826
0951-8320	1.77
0370-4467	0.069
0034-4257	4.574
2150-704X	0.704
0886-022X	0.824
1120-6330	0.4
2037-4631	0.446
0041-8994	0.254
1742-1705	1.274
0960-1481	2.978
1364-0321	6.018
0034-4877	0.643
0034-4885	14.72
1642-431X	1.921
1477-7827	2.045
1472-6483	2.042
0936-6768	1.356
1031-3613	2.109
1933-7191	2.444
0890-6238	3.226
1470-1626	3.09
0947-3602	0.971
1674-4527	1.32
0922-6168	0.697
0972-3226	0.05
0934-9839	1.243
1940-4921	0.735
0973-6263	0.143
0972-0626	0.379
0923-2508	2.763
0934-9847	0.679
0160-6891	1.708
0270-1367	1.49
1543-8627	1.535
0895-6308	0.885
0034-5288	1.649
0921-3449	1.759
1344-1698	0.672
0020-1324	2.012
0954-6111	2.475
1569-9048	2.242
1465-993X	3.36
0025-7931	2.258
1323-7799	2.416
1061-2971	1.681
0922-6028	2.51
1422-6383	0.445
0300-9572	3.601
0275-004X	2.812
1742-4690	6.47
1606-5131	0.915
1058-7195	0.643
0793-0135	0.357
1753-5123	4.036
0327-6716	0.356
0325-7541	0.5
0100-6762	0.433
0104-4230	0.771
0717-3326	0.459
0034-7744	0.459
0100-0683	0.568
0102-7638	1.239
1806-1117	0.118
0085-5626	0.536
1413-3555	0.444
0100-2945	0.645
1517-8692	0.167
0100-2430	0.112
0034-7280	0.129
1519-7530	0.766
1516-4446	1.198
0100-316X	0.636
1530-6550	0.582
0186-3231	0.04
0167-8299	1.083
0379-3893	0.184
0716-078X	0.85
0716-1018	0.448
0034-7752	0.599
0798-2259	0.184
0014-2565	2.008
0120-0690	0.325
0120-0488	0.248
0120-1751	0.059
0717-7925	0.085
0249-7395	0.236
1389-9155	3.169
0179-5953	3.452
0398-7620	0.776
0080-6234	0.375
0300-8932	2.53
1130-0108	1.548
0212-6982	0.894
1135-3074	0.058
0214-3429	0.81
0378-7818	0.081
0370-4661	0.305
0120-6230	0.083
0960-3166	2.5
1064-1262	1.946
0187-7380	0.266
1877-0312	0.353
0379-8682	0.195
8755-1209	12.364
1697-7912	0.231
1130-1406	1.156
0193-4929	0.222
0036-4665	1
1698-031X	0.213
0188-4999	0.36
1577-0354	0.265
0213-1315	0.167
0034-8376	0.419
0104-1169	0.625
1856-4550	0
0761-8425	0.587
1139-1138	0.667
0213-2230	0.852
0129-055X	1.213
0034-9887	0.329
0248-8663	0.614
0954-139X	0.37
0035-1555	0.22
1052-9276	7.2
0034-8570	0.202
0035-1563	0.134
0185-1101	1
1870-3453	0.29
1026-8774	0.697
2007-1124	0.118
0035-001X	0.366
1870-3542	0.111
1665-2738	0.578
1529-6466	3.836
0034-6861	43.933
0122-0268	0.074
0326-3428	0.121
0035-3787	0.488
0210-0010	0.652
0334-1763	2.413
1415-5273	0.156
0034-6667	1.644
0303-4240	 
0761-8417	0.241
0873-2159	0.266
0101-6083	0.495
1583-5170	0.683
1583-3186	0.378
1841-6624	0.091
0035-3930	0.418
0035-4066	0.136
0034-8910	1.328
0034-6748	1.367
0253-1933	1.099
0037-8682	0.681
0035-1768	0.25
0375-1325	0.146
0035-418X	0.351
1755-0203	0.491
0254-0770	0.05
0041-6932	0.156
1645-6726	0.125
0035-4511	2.027
0889-857X	3.02
0172-8172	1.885
1462-0324	4.058
0300-0729	1.321
0035-4902	0.297
1939-8425	3.105
0272-4332	2.366
0035-6050	0.613
0035-6883	0.725
0035-6808	0.196
0393-697X	2.579
0035-6484	0.235
1535-1459	2.028
1355-8382	5.095
1547-6286	4.933
1468-0629	0.373
0921-8890	1.056
0736-5845	1.173
0263-5747	1.032
0723-2632	0.99
0035-7596	0.312
1506-218X	0.162
1438-9029	2.758
1222-4227	0.516
1224-5984	0.349
1453-8245	0.154
1221-8618	0.398
1220-0522	0.523
1221-146X	0.414
1221-1451	0.5
2046-2069	  
0035-9475	0.393
1445-6354	0.979
1066-5285	0.379
0036-021X	2.644
1068-7971	1.03
1070-4272	0.283
1068-1620	0.636
1560-4071	0.005
1070-3284	0.547
1062-3604	0.341
1067-4136	0.271
1023-1935	0.534
1070-3632	0.467
1022-7954	0.427
0036-0236	0.415
1063-0740	0.294
1061-9208	1.253
0869-6918	0.472
1067-8212	0.095
1061-8309	0.254
0927-6467	0.282
1070-4280	0.648
1819-7140	0.151
0036-0244	0.459
1990-7931	0.263
1021-4437	0.709
0036-0279	0.526
1068-3739	0.269
1064-8887	0.409
0375-1589	0.242
0254-6299	1.659
0379-4350	0.764
0253-939X	0.844
1012-0750	0.412
1608-9693	0.195
1012-277X	0.215
0038-2353	0.779
0038-2361	0.289
0379-4369	1.085
1029-7073	0.227
0256-2499	0.259
0925-7535	1.402
0126-6039	0.268
0038-2329	0
1608-9685	0.469
1667-8982	0.018
0256-9574	2.042
0091-1062	0.259
0999-7385	0.029
0995-3914	0.24
1516-3180	0.711
1062-936X	2.086
1124-0490	1.268
0379-5284	0.52
1319-0164	0.662
1064-5616	0.567
0346-1238	0.5
1401-7431	0.926
0036-5513	1.156
0282-7581	1.197
0036-5521	2.019
0300-9475	2.23
0036-5548	1.722
0901-3393	0.213
0905-7188	2.867
1103-8128	1.07
0284-4311	0.935
0281-3432	2.054
1403-4948	1.388
0300-9742	2.472
0303-6898	1.118
1457-4969	1.035
1757-7241	1.845
0036-5599	0.994
0355-3140	3.122
0161-0457	1.067
0920-9964	4.748
0586-7614	8.8
0932-433X	0.878
0036-7281	0.595
1947-2935	3.308
0103-9016	0.864
0240-8813	0.067
0036-8733	2.369
1674-7291	1.02
1674-7313	0.699
1674-733X	0.388
1674-7305	2.024
1674-7283	0.332
1674-7348	0.779
1006-9283	0.701
1006-9291	1.199
1006-9305	1.61
1006-9313	1.588
1006-9321	1.019
1009-2757	0.656
1672-1799	1.413
1674-7321	0.747
0167-6423	0.622
0269-8897	0.395
0926-7220	0.702
0334-181X	0.178
1353-3452	0.738
0304-4238	1.527
1026-3098	0.348
1355-0306	1.597
0214-8358	1.278
1058-9244	0.967
2045-2322	 
1937-9145	7.499
0350-820X	0.274
0765-1597	0.475
1468-6996	3.513
1347-9466	0.296
1687-6075	0.562
1362-1718	1.735
0048-9697	3.286
1946-6234	7.804
0036-8075	31.201
1513-1874	0.344
0890-3670	0.51
0138-9130	1.966
0036-9276	0.588
0036-9330	0.397
1359-6462	2.699
0125-1562	0.602
0093-3651	0.163
1939-0114	0.414
0037-0738	1.537
0037-0746	2.295
0960-2585	1.059
0251-0952	0.62
1878-4755	1.182
0895-0695	3.007
1059-1311	1.798
1022-1824	0.879
0268-1242	1.723
0080-8784	2.333
1063-7826	0.627
0037-1912	0.73
0049-0172	4.969
1044-579X	6.475
1084-9521	6.646
1085-5629	2.5
0740-2570	1.262
0894-0959	2.265
1744-165X	3.915
0037-1963	3.989
1044-5323	6.393
1863-2297	6.274
0272-8087	7.053
1089-7860	0.932
0270-9295	2.121
0271-8235	1.642
0001-2998	4.306
0093-7754	3.5
0882-0538	0.901
1071-9091	1.652
1055-8586	2.931
0146-0005	2.99
1053-4296	4.031
1526-8004	3.796
1069-3424	2.429
0037-198X	0.659
0094-6176	4.524
0887-2171	1.241
0895-7967	1.707
1676-546X	0.229
0037-9875	0.14
0924-4247	1.802
0925-4005	3.898
1546-198X	0.819
0914-4935	0.342
0260-2288	0.595
1424-8220	1.739
1542-2119	2.615
1383-5866	2.921
0149-6395	1.088
1877-0533	0.791
1661-5425	2.268
1448-5028	1.447
0934-0882	1.869
0148-5717	2.873
1368-4973	2.854
0300-5267	0.312
1744-5302	0.183
1073-2322	2.848
1070-9622	0.26
0938-1287	0.951
1536-0040	1.327
0036-1399	1.425
0097-5397	1.288
0363-0129	1.518
0895-4801	0.648
1936-4954	4.656
0036-1410	1.316
0895-4798	1.368
0036-1429	1.609
1052-6234	1.629
1064-8275	1.569
0036-1445	10.02
0037-4466	0.365
0163-5808	0.667
1334-5605	0.17
1863-1703	0.56
0165-1684	1.503
0923-5965	1.415
0037-5330	1.248
0037-5349	0.778
1559-2332	1.833
1569-190X	0.969
0037-5497	0.793
0037-5675	0.729
0364-2348	1.541
1660-5527	2.916
0909-752X	1.71
1531-5010	0.657
0161-8105	5.051
1446-9235	0.479
1520-9512	1.839
1389-9457	3.4
1087-0792	6.931
1580-4003	0.216
1613-6810	8.349
0921-4488	1.295
0964-1726	2.089
1738-1584	1.231
0036-1682	0.143
1063-1119	0.545
1749-5016	6.132
0951-631X	0.545
1747-0919	2.738
0933-7954	2.696
0894-4393	1.075
0277-9536	2.699
0306-3127	1.5
0361-6525	0.618
0741-1235	0.917
1432-7643	1.88
1539-445X	1.154
1744-683X	4.39
1619-1366	1.061
0960-0833	0.957
0038-0644	0.519
0963-9314	0.417
0038-0717	3.504
0267-7261	1.21
0038-0741	0.161
1838-675X	 
0038-075X	1.144
0038-0768	1.017
0361-5995	1.979
1532-0383	0.894
0167-1987	2.425
0266-0032	1.608
0038-0806	0.309
0927-0248	4.542
0038-092X	2.475
0038-0938	2.776
1349-6476	1.287
0038-0946	0.682
0954-0911	0.314
0361-5219	0.129
0038-1098	1.649
0038-1101	1.397
0167-2738	2.646
0926-2040	1.712
0081-1947	3.333
1293-2558	1.856
0038-111X	0.271
0736-6299	2.024
1341-7215	0.561
0899-0220	0.815
1696-2281	0.429
2070-2620	0.567
0148-4419	0.32
0038-4348	0.83
0147-1724	0.422
0038-4909	0.309
0038-6308	3.611
1539-4956	1.329
1695-971X	0.615
0169-1015	1.037
1064-6671	0.268
1086-055X	1.145
1930-1855	0.331
1094-6470	0.944
0038-6804	1.037
1386-1425	2.098
0584-8547	2.876
0038-7010	0.719
0712-4813	0.805
0887-6703	0.5
0167-6393	1.267
0930-4282	0.274
1362-4393	1.805
0362-2436	2.078
1529-9430	3.29
0341-8391	0.447
1476-3141	0.926
1357-3322	0.824
0888-4781	0.982
0112-1642	5.155
1062-8592	2.282
0932-0555	0.612
0342-0477	0.098
0370-8179	0.19
1061-0022	0.287
0340-4803	0.067
0038-9145	0.254
1944-3277	1.621
0038-9056	1.243
1544-6115	1.517
1946-6315	0.543
0960-3174	1.429
1938-7989	0.702
0277-6715	1.877
1618-2510	0.406
0962-2802	2.443
1471-082X	0.895
0039-0402	0.5
0932-5026	0.586
0167-7152	0.498
0883-4237	3.035
1017-0405	1.017
1536-867X	2.222
0233-1888	0.724
1229-9367	0.468
1611-3683	0.733
1873-5061	5.127
1757-6512	3.212
1550-8943	3.739
1066-5099	7.781
1547-3287	4.459
1011-6125	1.849
0039-128X	2.829
0736-2994	0.459
0219-4937	0.746
1436-3240	1.523
1532-6349	0.667
0304-4149	1.01
1744-2508	0.483
0179-7158	3.561
0039-2103	1.103
0869-5938	0.864
1547-139X	1.784
1524-1602	0.512
0039-2316	0.234
1025-3890	2.476
1532-3005	1.229
0039-2480	0.398
0039-2499	5.729
0081-5993	3.475
1040-0400	1.846
1464-4177	0.27
1545-2255	1.576
1541-7794	1.041
1225-4568	0.863
1070-5511	4.71
1475-9217	1.5
1573-2479	0.966
1615-147X	1.488
0167-4730	1.867
0969-2126	6.347
0022-2526	0.819
0039-3630	0.4
0039-3169	0.7
1355-2198	0.641
0039-3681	0.513
1220-1766	0.578
0039-3223	0.6
0166-0616	10.625
0165-0521	0.357
0305-7267	1.4
0081-6906	0.299
1224-7154	0.129
0889-7077	1.333
1082-6084	1.104
1439-9903	0.222
0373-1332	0.714
0953-2048	2.662
0749-6036	1.487
0941-4355	2.597
1061-0278	2.145
1754-0925	0.136
0257-8972	1.867
0267-0844	0.937
1068-3755	0.332
0142-2421	1.18
0218-625X	0.493
0039-6028	1.994
0167-5729	11.696
0039-6109	2.142
0930-2794	4.013
1096-2964	1.8
1553-3506	2.126
1530-4515	1.227
0090-3019	1.669
1550-7289	3.929
0960-7404	2.444
1055-3207	1.117
1744-1625	0.149
0930-1038	1.056
0941-1291	1.224
1479-666X	1.406
0039-6060	3.103
0169-3298	3.093
0714-0045	0.927
0039-6257	3.174
0039-6265	0.277
1862-4065	0.886
0347-9994	0.447
1661-8726	0.879
1424-7860	1.895
0082-0598	0.4
0039-7660	0.159
0334-5114	1.214
1815-0659	1.071
0887-4476	2.945
0936-5214	2.71
1553-3174	0.467
0039-7857	0.649
0039-7881	2.466
0039-7911	1.062
0379-6779	1.829
0723-2020	3.366
1477-2000	2.158
1063-5157	10.225
1939-6368	1.524
0363-6445	1.517
0167-6911	1.222
0307-6970	2.943
0165-5752	1.25
1098-1241	0.42
0002-8320	0.311
0002-8487	1.592
0002-9947	1.093
2151-0032	1.033
0315-8977	0.188
1333-1124	0.103
0142-3312	0.692
0020-2967	1.234
0371-750X	0.349
0972-2815	0.205
0549-3811	0.338
1003-6326	0.751
0372-1426	0.182
0035-9203	2.162
1027-5487	0.555
1028-4559	0.965
0039-9140	3.794
0734-1415	0.475
1776-2596	3.614
1300-7580	0.28
0040-0262	2.703
1040-1334	0.748
0040-1889	0.4
1123-6337	1.288
1063-7850	0.565
1063-7842	0.499
1840-1503	0.351
1533-0346	1.692
0040-165X	0.321
1099-274X	0.78
0040-1706	1.254
0166-4972	3.287
0278-7407	2.867
0040-1951	2.433
1330-3651	0.347
1300-3453	0.118
1300-3356	0.392
0492-5882	0.086
0308-5961	1.539
1018-4864	0.689
1530-5627	1.416
0280-6495	2.136
0280-6509	4.382
0312-9764	0.182
0932-3414	0.638
0040-3660	0.144
1017-0839	0.883
0954-4879	2.339
1133-0686	1.125
0040-4020	3.025
0040-4039	2.683
0957-4166	2.652
0021-1575	0.355
0730-2347	0.655
0040-5175	1.122
0125-6491	0.194
0212-5919	0.071
1201-561X	0.246
0177-798X	1.942
0167-8442	0.99
0040-5752	3.297
1742-4682	1.859
1431-7613	0.979
1432-881X	2.162
0935-4964	1.034
0304-3975	0.665
1432-4350	0.442
1874-1738	1.545
0040-5760	0.509
0040-5795	0.242
0040-5779	0.65
0040-5809	1.65
1471-0684	0.667
0040-585X	0.395
1744-9979	1.391
0163-4356	2.491
1838-7640	 
0040-5957	0.303
0093-691X	1.963
0354-9836	0.779
0040-6031	1.805
0869-8643	0.311
0040-6090	1.89
0263-8231	1.252
1759-7706	0.593
0171-6425	0.882
0040-6376	6.84
0340-6245	5.044
0049-3848	2.44
1050-7256	4.792
1877-959X	2.37
0303-6286	0.283
0049-3864	0.273
0040-7453	0.188
0001-2815	2.588
0040-8166	1.038
1076-3279	4.022
0171-8096	0.387
0964-4563	3.011
0040-8727	1.244
0040-8735	0.534
1134-5764	0.765
0303-4216	0.42
1022-5528	2.624
1938-9736	1.036
1074-9357	0.949
0166-8641	0.445
1230-3429	0.733
0040-9383	0.227
0041-008X	4.447
0887-2333	2.775
0748-2337	1.423
0378-4274	3.23
1537-6516	1.033
0192-6233	1.913
1096-6080	4.652
0300-483X	3.681
0041-0101	2.508
1556-9543	1.171
0165-9936	6.273
0946-2104	0.469
1398-9219	4.919
1538-9588	1.079
0765-0019	0.061
1301-3149	0.066
1865-1674	1.809
1083-4362	0.688
1473-0502	1.25
1246-7820	0.803
1660-3796	1.164
0887-7963	3.583
0041-1132	3.217
0958-7578	1.14
0962-8819	2.754
0340-4285	1.022
1936-5233	3.393
1931-5244	2.986
0966-3274	1.459
1398-2273	2.216
0934-0874	2.921
0041-1345	1.005
0041-1337	4.003
0308-1060	0.203
0169-3913	1.811
0965-8564	2.354
0191-2615	2.856
0968-090X	1.957
1361-9209	1.659
1366-5545	1.648
0361-1981	0.471
0041-1655	1.507
0041-1450	0.286
0049-4488	1.023
1812-8602	1.062
0041-1868	0.143
1477-8939	1.5
1614-2942	2.335
0829-318X	2.876
1536-1098	1.231
0931-1890	1.685
0968-0004	10.847
0167-7799	9.148
1050-1738	2.494
0962-8924	12.354
1364-6613	12.586
0169-5347	15.748
1043-2760	8.115
0924-2244	3.672
0168-9525	10.064
0915-7352	0.783
1471-4906	10.403
0966-842X	7.91
1471-4914	10.355
0166-2236	14.235
1471-4922	5.144
0165-6147	10.927
1360-1385	11.047
1745-6215	2.496
0301-679X	1.553
1023-8883	1.582
1545-858X	0.114
1040-2004	0.854
0049-4747	1.115
0127-5720	0.622
1940-0829	0.541
0049-4755	0.663
0564-3295	0.768
0049-4763	0.224
1596-5996	0.82
1360-2276	2.795
1982-5676	0.443
0394-6975	0.567
1472-9792	3.474
1010-4283	2.143
0300-8916	0.606
0886-7798	0.727
1010-6960	0.348
1302-0234	0.233
1301-5680	0.094
1300-011X	0.703
0250-4685	0.258
1300-0152	0.876
1300-008X	1.991
1300-0527	0.943
1300-0985	0.985
1300-0632	0.283
1301-1111	0.466
1303-2712	0.432
1300-4948	0.472
1304-2947	0.106
1300-7777	0.341
1300-0098	0.5
1300-0144	0.139
1309-0291	0.191
1300-0128	0.236
1300-0179	0.591
1300-0292	0.102
1019-5149	0.624
1306-0015	0.067
1019-214X	0.088
0041-4301	0.441
1832-4274	1.701
1223-7027	0.192
1306-133X	0.349
1609-1833	0.851
0041-5995	0.193
0304-3991	2.471
0172-4614	2.398
1350-4177	3.567
0161-7346	1.543
0041-624X	1.838
0301-5629	2.293
0960-7692	3.007
0894-8771	0.95
0191-3123	0.756
1306-696X	0.333
1066-2936	0.797
0177-5537	0.61
1615-5289	0.333
0300-9734	1.063
1618-8667	1.27
1573-062X	0.833
0094-0143	1.824
0042-1138	0.992
1735-1308	0.577
1078-1439	3.216
0300-5623	1.233
0340-2592	0.497
0090-4295	2.428
1537-6176	0.85
0924-1868	1.4
0957-1787	0.804
0315-3681	0.137
0264-410X	3.766
0042-207X	1.317
1539-1663	1.647
1098-3015	2.191
0301-1526	1.308
1538-5744	0.987
1358-863X	1.457
1537-1891	1.986
1708-5381	0.891
1530-3667	2.437
0939-6314	2.118
0970-4078	0.039
0042-3114	0.722
0042-3211	0.5
1016-6262	0.59
1467-2987	0.944
0372-5480	0.314
0749-0739	0.884
0749-0720	1.474
0195-5616	1.638
0275-6382	1.556
1476-5810	1.561
0932-0814	0.812
0959-4493	1.943
0165-2427	2.076
0505-401X	0.667
1090-0233	2.239
0375-8427	0.748
0301-5092	0.23
0378-1135	3.327
1463-5216	0.748
0304-4017	2.579
0300-9858	1.945
0165-2176	 
1058-8183	1.082
0042-4900	1.248
0928-4249	4.06
0165-7380	0.822
0161-3499	1.265
1392-2130	0.232
0394-3151	0.062
0924-2031	1.65
1895-4588	1
0240-8759	0.421
0882-8245	1.966
0945-6317	2.491
1743-422X	2.343
1267-8694	0.127
0042-6822	3.351
1359-4338	0.289
2150-5594	2.264
0920-8569	1.845
0168-1702	2.941
1999-4915	1.5
0042-6989	2.414
0178-2789	0.576
0952-5238	2.233
1662-6664	0.05
0121-4004	0.253
0083-6729	2.19
0042-7500	0.75
0303-9021	0.326
1066-8888	1.564
0042-8450	0.179
0042-9007	2.856
0043-3144	0.248
0043-0978	0.099
0956-053X	2.428
0734-242X	1.193
0049-6979	1.625
1747-6585	0.792
1061-4303	0.883
0250-8060	1.145
1366-7017	0.648
1201-3080	0.393
0043-1354	4.865
0920-4741	2.054
0043-1397	2.957
0097-8078	0.293
0378-4738	0.853
0273-1223	1.122
1524-4695	0.757
0165-2125	1.46
1745-5030	0.737
0043-1648	1.872
0043-1656	1.11
0882-8156	2.1
1444-6162	0.707
0043-1737	1.924
0043-1745	1.733
0890-037X	1.212
0043-2296	0.534
0043-2288	0.302
0885-6095	0.379
1527-0904	0.399
0193-9459	1.189
0923-4861	1.43
0277-5212	1.338
0512-3054	1.52
0043-5325	0.809
0043-535X	0.447
1080-6032	0.939
0909-6396	0.989
0084-0173	5.333
1035-3712	1.323
1559-4491	0.465
1095-4244	1.768
1226-6116	0.508
1530-8669	0.884
1022-0038	0.52
0929-6212	0.458
1757-7780	2.913
1759-0876	  
1939-5116	5.186
1939-5094	2.941
0043-7131	0.036
0735-6161	0.722
1336-4561	0.216
0043-7719	1.727
1562-2975	2.385
1007-9327	2.471
0959-3993	1.532
1708-8569	1.216
0364-2313	2.362
1477-7819	1.12
0724-4983	2.411
1875-0710	1.452
1878-8750	0.68
0043-9339	1.104
1723-8617	6.233
1257-5011	0.698
1386-145X	0.513
1545-102X	1.239
1067-1927	2.911
1044-7946	0.336
1428-2526	0.107
1561-882X	0.267
0049-8246	1.445
0049-8254	1.791
0908-665X	2.326
1561-4921	0.364
0031-6903	0.389
0096-848X	1.333
0749-503X	1.895
0513-5710	0.185
0513-5796	1.137
0232-2064	0.327
0044-2275	0.951
0044-2313	1.249
1431-9292	0.286
1860-1804	0.638
0044-2771	0.896
0372-8854	0.642
0948-6704	0.613
1433-7266	0.278
0044-2968	0.952
0939-3889	1.212
0932-0784	0.94
0932-0776	0.864
0939-5075	0.772
1016-264X	1
1864-6697	0.522
0942-9352	1.568
1438-3608	1.3
0340-1855	0.458
0044-2267	0.863
0044-409X	1.023
1318-0347	0.155
1545-8547	3.084
1392-3196	0.327
1997-7298	0.122
0044-4596	0.254
0044-4677	0.327
0949-0205	0.168
0733-3188	0.84
1313-2989	0.879
0044-5231	1.415
0024-4082	2.433
0939-7140	0.49
0289-0003	0.952
0300-3256	2.913
1021-5506	0.975
0044-5134	0.305
1984-4670	0.587
0944-2006	1.5
0720-213X	1.283
1863-1959	1.895
1280-9551	0.65
1175-5326	0.927
0044-5401	0.346
0344-8657	0.181
0967-1994	1.171
1425-6959	0.155
